schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
170540270021001,6 7 8,11.6,395,"1,238",62.5,,,20.5
170540270022003,PK K 1 2,9.8,112,"1,238",74.1,,,20.5
170540270022004,K 1 2 3 4 5,10.3,214,"1,238",54.2,,,20.5
170540270022005,K 1 2,6.5,46,"1,238",93.5,,,20.5
170540270022006,K 1 2 3 4 5,12.5,184,"1,238",96.7,,,20.5
170540270022007,K 1 2 3 4 5,10.8,287,"1,238",97.9,,,20.5
170540610042001,PK K 1 2 3 4 5 6 7 8,7.4,283,283,37.8,,,20.5
170540880022005,K 1 2 3 4 5 6 7 8,6.5,108,108,63.9,,,20.5
170540920042001,K 1 2 3 4 5 6 7 8,13.9,180,180,31.1,,,20.5
170544040160001,9 10 11 12,10.0,862,862,43.7,21.1,21.1,20.5
170640020260003,9 10 11 12,3.9,231,791,23.4,20.9,20.9,20.5
170640020261002,7 8,1.7,120,791,23.3,,20.9,20.5
170640020262001,PK K 1 2 3 4 5 6,5.5,440,791,30.2,,20.9,20.5
170640030260002,9 10 11 12,3.1,326,"1,001",8.3,23.7,23.7,20.5
170640030261001,4 5 6 7 8,5.1,396,"1,001",9.1,,23.7,20.5
170640030262001,PK K 1 2 3,5.0,279,"1,001",7.2,,23.7,20.5
170640040260001,7 8 9 10 11 12,3.8,425,976,25.6,19.8,19.8,20.5
170640040262002,PK K 1 2 3 4 5 6,9.3,551,976,32.1,,19.8,20.5
170640050260001,9 10 11 12,32.4,"2,041","13,696",25.8,22.7,22.1,20.5
170640050260002,9 10 11 12,26.0,"1,660","13,696",30.1,21.8,22.1,20.5
17064005026001C,9 10 11 12,71.4,35,"13,696",68.6,15.3,22.1,20.5
170640050261002,6 7 8,32.9,738,"13,696",22.4,,22.1,20.5
170640050261003,6 7 8,30.1,707,"13,696",37.9,,22.1,20.5
170640050261004,6 7 8,30.3,895,"13,696",30.8,,22.1,20.5
170640050261005,6 7 8,38.4,842,"13,696",37.3,,22.1,20.5
170640050262002,PK K 1 2 3 4 5,44.1,553,"13,696",56.1,,22.1,20.5
170640050262003,K 1 2 3 4 5,54.5,503,"13,696",77.1,,22.1,20.5
170640050262004,K 1 2 3 4 5,12.3,114,"13,696",34.2,,22.1,20.5
170640050262005,K 1 2 3 4 5,42.1,323,"13,696",57.0,,22.1,20.5
170640050262007,K 1 2 3 4 5,41.5,265,"13,696",41.9,,22.1,20.5
170640050262008,K 1 2 3 4 5,42.6,481,"13,696",22.5,,22.1,20.5
170640050262009,K 1 2 3 4 5,8.6,278,"13,696",11.9,,22.1,20.5
170640050262010,K 1 2 3 4 5,45.6,395,"13,696",64.1,,22.1,20.5
170640050262012,K 1 2 3 4 5,32.4,635,"13,696",5.0,,22.1,20.5
170640050262013,K 1 2 3 4 5,36.8,337,"13,696",55.5,,22.1,20.5
170640050262014,K 1 2 3 4 5,14.1,185,"13,696",15.1,,22.1,20.5
170640050262015,K 1 2 3 4 5,26.9,424,"13,696",48.8,,22.1,20.5
170640050262016,K 1 2 3 4 5,17.1,560,"13,696",17.1,,22.1,20.5
170640050262017,K 1 2 3 4 5,37.7,355,"13,696",57.5,,22.1,20.5
170640050262018,K 1 2 3 4 5,31.1,639,"13,696",9.4,,22.1,20.5
170640050262019,K 1 2 3 4 5,33.7,584,"13,696",10.1,,22.1,20.5
170640070260002,9 10 11 12,4.0,151,510,23.8,22.0,22.0,20.5
170640070261001,7 8,2.8,72,510,30.6,,22.0,20.5
170640070262001,PK K 1 2 3 4 5 6,5.2,287,510,22.3,,22.0,20.5
170640160260009,9 10 11 12,6.8,556,"1,872",34.5,20.1,20.1,20.5
170640160261001,6 7 8,5.9,422,"1,872",36.5,,20.1,20.5
170640160262002,PK K 1 2 3 4 5,6.2,355,"1,872",51.5,,20.1,20.5
170640160262003,PK K 1 2 3 4 5,7.8,269,"1,872",36.8,,20.1,20.5
170640160262006,PK K 1 2 3 4 5,5.6,270,"1,872",37.4,,20.1,20.5
170640190260001,9 10 11 12,9.7,154,602,39.0,19.1,19.1,20.5
170640190261001,6 7 8,4.5,134,602,47.0,,19.1,20.5
170640190262002,PK K 1 2 3 4 5,8.6,314,602,48.1,,19.1,20.5
170640870250001,9 10 11 12,45.7,"1,445","5,518",49.6,19.8,19.8,20.5
170640870251002,6 7 8,49.9,"1,209","5,518",58.5,,19.8,20.5
170640870252003,K 1 2 3 4 5,59.1,413,"5,518",79.9,,19.8,20.5
170640870252006,K 1 2 3 4 5,65.6,360,"5,518",85.6,,19.8,20.5
170640870252009,K 1 2 3 4 5,43.2,502,"5,518",38.4,,19.8,20.5
170640870252011,K 1 2 3 4 5,64.9,410,"5,518",86.1,,19.8,20.5
170640870252012,K 1 2 3 4 5,50.1,441,"5,518",51.2,,19.8,20.5
170640870252013,K 1 2 3 4 5,29.3,474,"5,518",32.7,,19.8,20.5
190220020021001,6 7 8,78.0,644,"2,151",69.4,,,20.5
190220020022005,K 1 2 3 4 5,72.1,682,"2,151",72.0,,,20.5
190220020022006,PK K 1 2 3 4 5,79.3,825,"2,151",78.8,,,20.5
190220040021009,6 7 8,77.3,"1,346","4,299",71.1,,,20.5
190220040022002,K 1 2 3 4 5,91.5,506,"4,299",89.1,,,20.5
190220040022003,1 2 3 4 5,79.1,564,"4,299",72.0,,,20.5
190220040022004,1 2 3 4 5,88.2,431,"4,299",84.2,,,20.5
190220040022005,K 1 2 3 4 5,93.9,442,"4,299",90.0,,,20.5
190220040022008,K 1 2 3 4 5,55.1,370,"4,299",51.4,,,20.5
190220040022010,K 1 2 3 4 5,41.4,365,"4,299",41.9,,,20.5
190220040022011,PK K,73.8,275,"4,299",73.8,,,20.5
190220070021004,6 7 8,60.3,395,"1,204",60.5,,,20.5
190220070022002,K 1 2,59.9,339,"1,204",66.4,,,20.5
190220070022003,3 4 5,54.8,336,"1,204",57.7,,,20.5
190220100021001,6 7 8,24.8,318,987,10.1,,,20.5
190220100022002,3 4 5,26.9,342,987,20.2,,,20.5
190220100022003,PK K 1 2,30.3,327,987,11.6,,,20.5
190220110021003,6 7 8,35.6,239,657,33.9,,,20.5
190220110022001,3 4 5,38.0,200,657,44.0,,,20.5
190220110022002,K 1 2,36.7,218,657,32.6,,,20.5
190220120021005,6 7 8,17.6,261,695,23.8,,,20.5
190220120022004,K 1 2 3 4 5,18.9,434,695,30.2,,,20.5
190220130021001,6 7 8,25.3,392,"1,244",8.9,,,20.5
190220130022002,K 1 2 3 4 5,34.8,379,"1,244",12.4,,,20.5
190220130022004,PK K 1 2 3 4 5,25.8,473,"1,244",11.2,,,20.5
190220150021004,6 7 8,79.5,819,"2,718",76.8,,,20.5
190220150022001,K 1 2 3 4 5,87.6,427,"2,718",83.1,,,20.5
190220150022003,K 1 2 3 4 5,86.2,486,"2,718",81.9,,,20.5
190220150022004,PK K 1 2 3 4 5,52.0,410,"2,718",53.7,,,20.5
190220150022006,K 1 2 3 4 5,82.8,576,"2,718",77.3,,,20.5
190220160021004,6 7 8,80.0,675,"1,927",67.0,,,20.5
190220160022001,4 5,76.6,406,"1,927",65.3,,,20.5
190220160022005,PK K 1 2 3,78.9,445,"1,927",63.8,,,20.5
190220160022006,PK K 1 2 3,82.0,401,"1,927",65.6,,,20.5
190220200021001,6 7 8,63.3,485,"1,512",54.4,,,20.5
190220200022002,K 1 2 3 4 5,37.3,515,"1,512",37.5,,,20.5
190220200022003,PK K 1 2 3 4 5,83.2,512,"1,512",60.5,,,20.5
190220250021001,5 6 7 8,26.6,308,691,8.8,,,20.5
190220250022002,PK K 1 2 3 4,22.7,383,691,6.8,,,20.5
190220330021006,6 7 8,81.2,"1,306","4,526",59.6,,,20.5
190220330022001,K 1 2 3 4 5,85.4,570,"4,526",68.9,,,20.5
190220330022002,K 1 2 3 4 5,67.2,415,"4,526",60.7,,,20.5
190220330022004,K 1 2 3 4 5,96.6,446,"4,526",79.8,,,20.5
190220330022005,K 1 2 3 4 5,83.0,399,"4,526",73.2,,,20.5
190220330022006,K 1 2 3 4 5,92.1,520,"4,526",75.8,,,20.5
190220330022007,K 1 2 3 4 5,73.5,510,"4,526",65.3,,,20.5
190220340022001,PK K 1 2,19.3,119,335,25.2,,,20.5
190220340022002,3 4 5 6 7 8,20.8,216,335,24.5,,,20.5
190220410021009,6 7 8,31.1,"1,191","3,451",23.0,,,20.5
190220410022001,K 1 2 3 4 5,34.0,485,"3,451",22.1,,,20.5
190220410022002,PK K 1 2 3 4 5,22.1,565,"3,451",14.5,,,20.5
190220410022003,PK K 1 2 3 4 5,50.4,688,"3,451",43.8,,,20.5
190220410022004,PK K 1 2 3 4 5,31.8,522,"3,451",23.4,,,20.5
190220440021009,6 7 8,35.0,"1,019","3,184",33.5,,,20.5
190220440022001,PK K 1 2 3 4 5,46.5,409,"3,184",42.1,,,20.5
190220440022005,K 1 2 3 4 5,16.9,425,"3,184",19.8,,,20.5
190220440022009,K 1 2 3 4 5,54.1,270,"3,184",45.2,,,20.5
190220440022010,PK K 1 2 3 4 5,35.7,294,"3,184",32.3,,,20.5
190220440022012,K 1 2 3 4 5,21.8,284,"3,184",28.5,,,20.5
190220440022013,K 1 2 3 4 5,55.9,483,"3,184",54.0,,,20.5
190220450021006,6 7 8,44.6,652,"3,426",43.1,,,20.5
190220450021007,6 7 8,61.2,449,"3,426",64.8,,,20.5
190220450022001,K 1 2 3 4 5,27.9,519,"3,426",30.3,,,20.5
190220450022010,K 1 2 3 4 5,68.3,441,"3,426",69.4,,,20.5
190220450022011,PK K 1 2 3 4 5,68.3,492,"3,426",68.3,,,20.5
190220450022013,K 1 2 3 4 5,34.3,449,"3,426",35.0,,,20.5
190220450022015,3 4 5,86.9,198,"3,426",78.3,,,20.5
190220450022016,PK K 1 2,86.7,226,"3,426",62.8,,,20.5
190220480021003,5 6 7 8,42.6,204,482,40.2,,,20.5
190220480022001,PK K 1,38.3,128,482,40.6,,,20.5
190220480022002,2 3 4,44.0,150,482,53.3,,,20.5
190220530021001,6 7 8,56.9,160,491,0.6,,,20.5
190220530022002,K 1 2 3 4 5,51.2,322,491,1.6,,,20.5
190220580021014,7 8,17.1,642,"5,191",8.3,,,20.5
190220580021015,7 8,26.4,466,"5,191",16.7,,,20.5
190220580022001,K 1 2 3 4 5 6,18.3,251,"5,191",3.2,,,20.5
190220580022002,K 1 2 3 4 5 6,43.2,366,"5,191",27.9,,,20.5
190220580022003,K 1 2 3 4 5 6,21.8,372,"5,191",9.4,,,20.5
190220580022004,K 1 2 3 4 5 6,24.8,375,"5,191",11.7,,,20.5
190220580022005,K 1 2 3 4 5 6,14.8,393,"5,191",5.3,,,20.5
190220580022006,PK K 1 2 3 4 5 6,46.0,385,"5,191",16.9,,,20.5
190220580022007,K 1 2 3 4 5 6,29.0,355,"5,191",13.8,,,20.5
190220580022008,K 1 2 3 4 5 6,16.0,514,"5,191",8.0,,,20.5
190220580022010,K 1 2 3 4 5 6,11.1,423,"5,191",3.8,,,20.5
190220580022013,K 1 2 3 4 5 6,17.4,344,"5,191",11.9,,,20.5
190220580022014,PK K 1 2 3 4 5 6,26.9,305,"5,191",17.7,,,20.5
190220600021001,6 7 8,54.2,419,"1,335",40.8,,,20.5
190220600022001,PK K 1 2,54.7,490,"1,335",39.8,,,20.5
190220600022002,3 4 5,55.2,426,"1,335",43.4,,,20.5
190220610021004,6 7 8,46.4,373,"1,568",40.5,,,20.5
190220610022001,PK K 1 2,47.1,665,"1,568",47.7,,,20.5
190220610022002,3 4 5,43.0,530,"1,568",43.0,,,20.5
190220620021001,5 6 7 8,33.6,387,830,14.0,,,20.5
190220620022002,PK K 1 2 3 4,39.3,443,830,12.4,,,20.5
190220630021001,5 6 7 8,35.3,317,781,15.1,,,20.5
190220630022002,PK K 1 2 3 4,35.8,464,781,8.4,,,20.5
190220660021001,6 7 8,26.3,361,996,10.2,,,20.5
190220660022002,K 1 2,28.0,300,996,16.7,,,20.5
190220660022004,PK 3 4 5,27.8,335,996,17.3,,,20.5
190220680021001,7 8,56.3,639,"3,070",52.4,,,20.5
190220680022001,K 1 2 3 4 5 6,61.0,433,"3,070",60.7,,,20.5
190220680022002,K 1 2 3 4 5 6,44.5,375,"3,070",35.5,,,20.5
190220680022003,PK K 1 2 3 4 5 6,55.6,421,"3,070",53.0,,,20.5
190220680022004,PK K 1 2 3 4 5 6,50.3,374,"3,070",42.2,,,20.5
190220680022005,PK K 1 2 3 4 5 6,57.2,460,"3,070",59.6,,,20.5
190220680022006,K 1 2 3 4 5 6,63.0,368,"3,070",56.5,,,20.5
190220860170001,9 10 11 12,24.6,"2,813","4,407",8.1,26.7,25.3,20.5
190220860170002,9 10 11 12,44.3,"1,594","4,407",32.2,22.8,25.3,20.5
190220870170001,9 10 11 12,54.1,"2,431","8,288",44.8,20.3,21.8,20.5
190220870170002,9 10 11 12,55.0,"2,316","8,288",36.1,21.6,21.8,20.5
190220870170003,9 10 11 12,38.2,"2,313","8,288",26.5,23.2,21.8,20.5
190220870170004,9 10 11 12,35.4,"1,228","8,288",26.8,22.9,21.8,20.5
190220880160001,9 10 11 12,68.2,"2,060","4,070",62.7,19.1,19.9,20.5
190220880160002,9 10 11 12,48.1,"2,010","4,070",48.2,20.6,19.9,20.5
190220890041003,6 7 8,33.8,639,"2,011",26.4,,,20.5
190220890042001,PK K 1 2 3 4 5,22.3,301,"2,011",19.9,,,20.5
190220890042002,K 1 2 3 4 5,31.1,312,"2,011",26.0,,,20.5
190220890042004,K 1 2 3 4 5,45.1,470,"2,011",25.7,,,20.5
190220890042006,K 1 2 3 4 5,37.0,289,"2,011",24.6,,,20.5
190220930041004,6 7 8,56.7,647,"3,827",37.6,,,20.5
190220930042001,K 1 2 3 4 5,56.2,356,"3,827",55.1,,,20.5
190220930042004,K 1 2 3 4 5,47.1,240,"3,827",42.1,,,20.5
190220930042006,K 1 2 3 4 5,62.1,443,"3,827",58.0,,,20.5
190220930042007,K 1 2 3 4 5,65.4,335,"3,827",56.7,,,20.5
190220930042009,6 7 8,50.7,633,"3,827",40.9,,,20.5
190220930042010,K 1 2 3 4 5,35.2,349,"3,827",26.9,,,20.5
190220930042011,K 1 2 3 4 5,51.1,609,"3,827",36.3,,,20.5
190220940160001,9 10 11 12,64.5,"1,983","1,983",46.7,19.1,19.1,20.5
190220990160001,9 10 11 12,25.8,"2,186","5,015",20.9,23.6,22.6,20.5
190220990160002,9 10 11 12,39.1,"2,829","5,015",30.8,21.9,22.6,20.5
190221000160001,9 10 11 12,65.2,"1,555","1,555",52.5,19.8,19.8,20.5
190221080160001,9 10 11 12,34.7,"2,698","2,698",15.3,22.4,22.4,20.5
190221800041001,5 6 7 8,85.2,283,688,68.2,,,20.5
190221800042002,PK K 1 2 3 4,84.9,405,688,65.7,,,20.5
190221810041002,6 7 8,21.8,792,"3,914",4.2,,,20.5
190221810041003,6 7 8,17.8,639,"3,914",2.7,,,20.5
190221810042001,K 1 2 3 4 5,45.6,338,"3,914",5.0,,,20.5
190221810042003,K 1 2 3 4 5,21.6,403,"3,914",1.5,,,20.5
190221810042004,K 1 2 3 4 5,18.9,424,"3,914",0.9,,,20.5
190221810042006,PK K 1 2 3 4 5,17.4,258,"3,914",3.5,,,20.5
190221810042007,K 1 2 3 4 5,23.0,422,"3,914",4.7,,,20.5
190221810042008,K 1 2 3 4 5,24.5,364,"3,914",4.1,,,20.5
190221810042009,K 1 2 3 4 5,14.2,274,"3,914",1.5,,,20.5
190222000260020,9 10 11 12,32.1,"2,134","13,112",25.2,22.9,23.4,20.5
190222000260021,9 10 11 12,29.7,"2,163","13,112",27.9,23.8,23.4,20.5
190222000261001,6 7 8,33.7,804,"13,112",30.5,,23.4,20.5
190222000261017,6 7 8,25.8,682,"13,112",21.0,,23.4,20.5
190222000261018,6 7 8,32.5,707,"13,112",28.9,,23.4,20.5
190222000261020,6 7 8,42.9,788,"13,112",38.3,,23.4,20.5
190222000262001,K 1 2 3 4 5,24.8,310,"13,112",28.7,,23.4,20.5
190222000262002,K 1 2 3 4 5,46.8,297,"13,112",43.1,,23.4,20.5
190222000262006,K 1 2 3 4 5,29.7,505,"13,112",29.1,,23.4,20.5
190222000262007,K 1 2 3 4 5,30.4,398,"13,112",21.6,,23.4,20.5
190222000262008,K 1 2 3 4 5,30.8,409,"13,112",28.9,,23.4,20.5
190222000262009,PK K 1 2 3 4 5,33.5,463,"13,112",24.4,,23.4,20.5
190222000262010,K 1 2 3 4 5,47.1,663,"13,112",43.7,,23.4,20.5
190222000262011,K 1 2 3 4 5,44.0,393,"13,112",37.4,,23.4,20.5
190222000262012,K 1 2 3 4 5,41.7,427,"13,112",38.2,,23.4,20.5
190222000262013,K 1 2 3 4 5,21.1,399,"13,112",17.8,,23.4,20.5
190222000262014,K 1 2 3 4 5,22.6,505,"13,112",10.5,,23.4,20.5
190222000262016,K 1 2 3 4 5,34.0,467,"13,112",30.8,,23.4,20.5
190222000262018,K 1 2 3 4 5,77.7,466,"13,112",76.6,,23.4,20.5
190222010260001,9 10 11 12,30.1,438,"1,349",41.3,21.7,21.7,20.5
190222010261004,6 7 8,31.3,319,"1,349",39.2,,21.7,20.5
190222010262001,K 1 2 3 4 5,29.7,380,"1,349",36.1,,21.7,20.5
190222010262002,K 1 2 3 4 5,56.8,169,"1,349",59.2,,21.7,20.5
190222020260001,9 10 11 12,32.1,532,"1,560",34.4,23.1,23.1,20.5
190222020261002,6 7 8,31.0,361,"1,560",32.7,,23.1,20.5
190222020262004,K 3 4 5,34.7,418,"1,560",35.2,,23.1,20.5
190222020262005,PK 1 2,36.9,249,"1,560",43.0,,23.1,20.5
190222030260001,9 10 11 12,28.9,"2,930","16,917",14.4,24.7,24.9,20.5
190222030260013,9 10 11 12,34.9,"2,949","16,917",17.8,25.1,24.9,20.5
190222030261009,6 7 8,23.7,810,"16,917",17.8,,24.9,20.5
190222030261010,6 7 8,47.9,854,"16,917",26.5,,24.9,20.5
190222030261011,6 7 8,25.4,594,"16,917",20.9,,24.9,20.5
190222030261012,6 7 8,30.0,700,"16,917",13.4,,24.9,20.5
190222030261013,6 7 8,44.4,935,"16,917",9.0,,24.9,20.5
190222030262002,K 1 2 3 4 5,30.0,270,"16,917",26.7,,24.9,20.5
190222030262003,K 1 2 3 4 5,28.1,619,"16,917",21.2,,24.9,20.5
190222030262004,K 1 2 3 4 5,29.7,563,"16,917",6.4,,24.9,20.5
190222030262005,K 1 2 3 4 5,44.2,607,"16,917",30.0,,24.9,20.5
190222030262006,K 1 2 3 4 5,30.1,309,"16,917",25.2,,24.9,20.5
190222030262007,K 1 2 3 4 5,20.9,513,"16,917",7.8,,24.9,20.5
190222030262008,K 1 2 3 4 5,21.6,439,"16,917",12.3,,24.9,20.5
190222030262012,K 1 2 3 4 5,48.3,607,"16,917",30.5,,24.9,20.5
190222030262013,K 1 2 3 4 5,47.4,487,"16,917",22.2,,24.9,20.5
190222030262014,K 1 2 3 4 5,33.8,444,"16,917",25.7,,24.9,20.5
190222030262015,K 1 2 3 4 5,43.7,522,"16,917",12.3,,24.9,20.5
190222030262016,K 1 2 3 4 5,37.3,523,"16,917",12.8,,24.9,20.5
190222030262017,K 1 2 3 4 5,40.9,447,"16,917",6.3,,24.9,20.5
190222030262018,K 1 2 3 4 5,25.2,421,"16,917",15.0,,24.9,20.5
190222040260001,9 10 11 12,49.2,"2,596","28,327",25.0,23.3,24.5,20.5
190222040260002,9 10 11 12,38.0,"3,885","28,327",10.6,25.6,24.5,20.5
190222040260005,9 10 11 12,48.7,"2,799","28,327",25.1,23.9,24.5,20.5
190222040261001,6 7 8,55.5,840,"28,327",27.1,,24.5,20.5
190222040261002,6 7 8,41.9,899,"28,327",9.2,,24.5,20.5
190222040261003,6 7 8,53.3,989,"28,327",23.2,,24.5,20.5
190222040261004,6 7 8,33.8,"1,109","28,327",6.5,,24.5,20.5
190222040261005,6 7 8,51.7,840,"28,327",19.5,,24.5,20.5
190222040261006,6 7 8,51.1,"1,004","28,327",12.0,,24.5,20.5
190222040261007,6 7 8,58.3,957,"28,327",39.5,,24.5,20.5
190222040262002,K 1 2 3 4 5,70.9,412,"28,327",57.8,,24.5,20.5
190222040262005,K 1 2 3 4 5,34.3,435,"28,327",14.9,,24.5,20.5
190222040262006,K 1 2 3 4 5,42.2,576,"28,327",25.2,,24.5,20.5
190222040262007,K 1 2 3 4 5,70.8,541,"28,327",63.6,,24.5,20.5
190222040262008,K 1 2 3 4 5,57.9,691,"28,327",36.0,,24.5,20.5
190222040262009,K 1 2 3 4 5,38.8,678,"28,327",4.7,,24.5,20.5
190222040262010,K 1 2 3 4 5,58.7,743,"28,327",9.2,,24.5,20.5
190222040262012,K 1 2 3 4 5,39.9,612,"28,327",15.7,,24.5,20.5
190222040262013,K 1 2 3 4 5,32.2,491,"28,327",6.3,,24.5,20.5
190222040262015,K 1 2 3 4 5,53.1,796,"28,327",18.7,,24.5,20.5
190222040262016,K 1 2 3 4 5,55.1,568,"28,327",18.5,,24.5,20.5
190222040262017,K 1 2 3 4 5,35.0,389,"28,327",4.4,,24.5,20.5
190222040262018,K 1 2 3 4 5,70.1,632,"28,327",35.3,,24.5,20.5
190222040262019,K 1 2 3 4 5,40.8,407,"28,327",4.7,,24.5,20.5
190222040262020,K 1 2 3 4 5,61.2,446,"28,327",37.2,,24.5,20.5
190222040262021,K 1 2 3 4 5,63.8,633,"28,327",16.6,,24.5,20.5
190222040262022,K 1 2 3 4 5,64.1,782,"28,327",20.1,,24.5,20.5
190222040262023,K 1 2 3 4 5,64.3,389,"28,327",13.6,,24.5,20.5
190222040262024,K 1 2 3 4 5,49.9,589,"28,327",5.8,,24.5,20.5
190222040262025,K 1 2 3 4 5,51.4,498,"28,327",14.9,,24.5,20.5
190222040262026,K 1 2 3 4 5,50.3,537,"28,327",7.6,,24.5,20.5
190222050260003,9 10 11 12,24.1,"2,725","8,449",18.0,24.2,24.2,20.5
190222050261001,6 7 8,15.9,696,"8,449",8.6,,24.2,20.5
190222050261002,6 7 8,42.7,531,"8,449",36.2,,24.2,20.5
190222050261012,6 7 8,18.9,710,"8,449",12.1,,24.2,20.5
190222050262002,K 1 2 3 4 5,17.7,271,"8,449",5.2,,24.2,20.5
190222050262003,K 1 2 3 4 5,71.0,441,"8,449",67.3,,24.2,20.5
190222050262004,K 1 2 3 4 5,26.7,513,"8,449",17.0,,24.2,20.5
190222050262005,K 1 2 3 4 5,27.3,403,"8,449",15.6,,24.2,20.5
190222050262006,K 1 2 3 4 5,20.4,548,"8,449",10.0,,24.2,20.5
190222050262007,K 1 2 3 4 5,21.5,410,"8,449",14.4,,24.2,20.5
190222050262008,K 1 2 3 4 5,21.3,390,"8,449",8.7,,24.2,20.5
190222050262009,K 1 2 3 4 5,14.4,564,"8,449",7.3,,24.2,20.5
200240010260005,9 10 11 12,5.2,267,939,35.6,19.2,19.2,20.5
200240010262001,PK K 1 2 3 4 5 6 7 8,4.1,458,939,34.9,,19.2,20.5
200240010262004,PK K 1 2 3 4 5 6 7 8,4.7,214,939,53.3,,19.2,20.5
200300070260001,9 10 11 12,5.6,177,743,49.2,18.1,18.1,20.5
200300070261001,5 6 7 8,5.2,229,743,59.0,,18.1,20.5
200300070262001,PK K 1 2 3 4,3.6,337,743,66.2,,18.1,20.5
200330100260002,7 8 9 10 11 12,2.0,539,"1,238",48.8,18.7,18.7,20.5
200330100262002,K 1 2 3 4 5 6,3.2,158,"1,238",57.0,,18.7,20.5
200330100262004,K 1 2 3 4 5 6,6.2,465,"1,238",55.7,,18.7,20.5
200350010260003,9 10 11 12,4.6,174,611,51.7,18.9,18.9,20.5
200350010261001,6 7 8,6.8,133,611,60.2,,18.9,20.5
200350010262001,PK K 1 2 3 4 5,6.6,304,611,58.6,,18.9,20.5
200760010260001,9 10 11 12,3.0,166,548,54.8,18.9,18.9,20.5
200760010262002,PK K 1 2 3 4 5 6 7 8,3.7,382,548,60.2,,18.9,20.5
200830010260001,9 10 11 12,2.4,126,454,43.7,19.6,19.6,20.5
200830010261001,7 8,1.7,58,454,60.3,,19.6,20.5
200830010262002,PK K 1 2 3 4 5 6,4.1,270,454,56.3,,19.6,20.5
200830020260001,9 10 11 12,22.8,136,459,59.6,17.5,17.5,20.5
200830020262002,PK K 1 2 3 4 5 6 7 8,20.4,323,459,69.3,,17.5,20.5
200830030260001,9 10 11 12,14.0,613,"2,130",55.6,19.3,19.3,20.5
200830030261002,6 7 8,13.9,467,"2,130",62.1,,19.3,20.5
200830030262009,3 4 5,17.3,480,"2,130",67.3,,19.3,20.5
200830030262010,PK K 1 2,17.4,570,"2,130",65.1,,19.3,20.5
200830040260001,9 10 11 12,5.6,337,"1,226",61.7,18.0,18.0,20.5
200830040261002,6 7 8,8.4,263,"1,226",68.1,,18.0,20.5
200830040262004,PK K 1 2 3 4 5,6.2,626,"1,226",61.2,,18.0,20.5
200930170242001,PK K 1 2 3 4 5 6 7 8,5.6,126,126,57.9,,,20.5
200933480260001,9 10 11 12,3.5,518,"1,617",40.7,18.4,18.4,20.5
200933480261003,6 7 8,4.1,339,"1,617",54.9,,18.4,20.5
200933480262003,K 1 2,3.9,308,"1,617",56.5,,18.4,20.5
200933480262005,PK 3 4 5,4.4,452,"1,617",56.2,,18.4,20.5
200960060042001,K 1 2 3 4 5 6 7 8,1.1,185,185,40.5,,,20.5
200960140042001,K 1 2 3 4 5 6 7 8,2.9,104,104,55.8,,,20.5
200960170042001,K 1 2 3 4 5 6 7 8,7.3,165,165,50.9,,,20.5
200961000260001,9 10 11 12,1.2,165,531,46.7,18.5,18.5,20.5
200961000262005,PK K 1 2 3 4 5 6 7 8,4.4,366,531,50.3,,18.5,20.5
200961120042001,4 5 6 7 8,6.8,340,743,69.4,,,20.5
200961120042002,PK K 1 2 3,9.2,403,743,54.1,,,20.5
200962000260001,9 10 11 12,0.7,146,445,45.9,19.9,19.9,20.5
200962000261001,5 6 7 8,2.1,141,445,62.4,,19.9,20.5
200962000262002,K 1 2 3 4,4.2,72,445,54.2,,19.9,20.5
200962000262003,PK K 1 2 3 4,1.2,86,445,59.3,,19.9,20.5
200962250160001,9 10 11 12,5.8,452,452,44.5,18.6,18.6,20.5
200970010260003,7 8 9 10 11 12,3.7,135,334,44.4,19.0,19.0,20.5
200970010262002,PK K 1 2 3 4 5 6,7.0,199,334,53.3,,19.0,20.5
200970030260001,9 10 11 12,2.4,210,742,53.8,18.4,18.4,20.5
200970030262002,K 1 2 3 4 5 6 7 8,1.2,403,742,54.8,,18.4,20.5
200970030262003,PK K 1 2 3 4 5 6 7 8,5.4,129,742,63.6,,18.4,20.5
200970050260001,9 10 11 12,3.1,355,"1,389",45.1,18.0,18.0,20.5
200970050261007,7 8,4.0,199,"1,389",55.3,,18.0,20.5
200970050262005,2 3,5.2,232,"1,389",59.9,,18.0,20.5
200970050262006,PK K 1,1.3,234,"1,389",61.1,,18.0,20.5
200970050262007,4 5 6,3.1,294,"1,389",56.8,,18.0,20.5
210280470041002,5 6 7 8,4.2,474,"1,207",63.9,,,20.5
210280470042001,PK K 1 2 3 4,6.1,733,"1,207",66.4,,,20.5
210280910042001,PK K 1 2 3 4 5 6 7 8,7.1,98,98,46.9,,,20.5
210280990260001,9 10 11 12,4.3,235,832,58.3,18.2,18.2,20.5
210280990262001,PK K 1 2 3 4 5 6 7 8,3.5,597,832,68.2,,18.2,20.5
210281030130001,9 10 11 12,6.2,614,614,54.9,19.4,19.4,20.5
210281150042001,PK K 1 2 3 4 5 6 7 8,3.7,217,217,51.6,,,20.5
210281680260001,9 10 11 12,3.1,578,"1,899",47.6,18.6,18.6,20.5
210281680261002,7 8,4.4,274,"1,899",62.8,,18.6,20.5
210281680262003,PK K 1 2,3.4,523,"1,899",65.8,,18.6,20.5
