schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
490810400222019,K 1 2 3 4 5,12.6,309,"7,379",29.8,,20.4,20.5
490810400222021,PK K 1 2 3 4 5,35.4,285,"7,379",52.3,,20.4,20.5
490810400222022,K 1 2 3 4 5,44.9,294,"7,379",57.8,,20.4,20.5
490810400222023,K 1 2 3 4 5,54.4,274,"7,379",68.2,,20.4,20.5
490810400222026,K 1 2 3 4 5,42.7,267,"7,379",31.1,,20.4,20.5
490810410250001,9 10 11 12,54.9,"1,851","6,830",66.8,17.6,17.6,20.5
490810410251003,7 8,56.4,436,"6,830",77.1,,17.6,20.5
490810410251005,7 8,49.5,548,"6,830",65.1,,17.6,20.5
490810410252007,PK K 1 2 3 4 5 6,39.4,492,"6,830",58.7,,17.6,20.5
490810410252008,PK K 1 2 3 4 5 6,69.6,319,"6,830",75.2,,17.6,20.5
490810410252009,K 1 2 3 4 5 6,30.3,423,"6,830",52.7,,17.6,20.5
490810410252010,K 1 2 3 4 5 6,86.8,341,"6,830",92.7,,17.6,20.5
490810410252015,PK K 1 2 3 4 5 6,71.8,341,"6,830",82.1,,17.6,20.5
490810410252016,PK K 1 2 3 4 5 6,38.2,335,"6,830",60.0,,17.6,20.5
490810410252017,PK K 1 2 3 4 5 6,27.1,462,"6,830",66.7,,17.6,20.5
490810410252020,PK K 1 2 3 4 5 6,90.0,531,"6,830",87.4,,17.6,20.5
490810410252021,PK K 1 2 3 4 5 6,52.0,571,"6,830",63.0,,17.6,20.5
490811000260001,9 10 11 12,7.1,325,"1,159",26.2,20.1,20.1,20.5
490811000261002,6 7 8,7.5,254,"1,159",29.9,,20.1,20.5
490811000262007,PK K 1 2 3 4 5,6.4,580,"1,159",32.1,,20.1,20.5
490812000260001,9 10 11 12,8.6,488,"1,520",29.7,19.1,19.1,20.5
490812000261001,7 8,11.0,245,"1,520",32.7,,19.1,20.5
490812000262003,5 6,7.5,226,"1,520",38.9,,19.1,20.5
490812000262006,K 1 2 3 4,10.2,254,"1,520",36.6,,19.1,20.5
490812000262007,PK K 1 2 3 4,14.3,307,"1,520",51.5,,19.1,20.5
490813000260001,9 10 11 12,3.1,392,"1,140",21.2,20.3,20.3,20.5
490813000261002,6 7 8,3.6,277,"1,140",26.0,,20.3,20.5
490813000262003,3 4 5,3.7,241,"1,140",22.8,,20.3,20.5
490813000262005,PK K 1 2,2.9,102,"1,140",23.5,,20.3,20.5
490813000262006,K 1 2,5.5,128,"1,140",23.4,,20.3,20.5
500820090260003,6 7 8 9 10 11 12,27.3,293,600,46.1,19.8,19.8,20.5
500820090262002,PK K 1 2 3 4 5,36.8,307,600,34.9,,19.8,20.5
500820190260001,9 10 11 12,27.9,"1,028","3,675",20.3,22.0,22.0,20.5
500820190261002,6 7 8,30.6,764,"3,675",21.5,,22.0,20.5
500820190262003,K 1 2 3 4 5,18.0,986,"3,675",27.5,,22.0,20.5
500820190262006,PK K 1 2 3 4 5,42.3,897,"3,675",29.0,,22.0,20.5
500820300032001,K 1 2 3 4 5 6 7 8,5.0,80,80,31.3,,,20.5
500820400260001,7 8 9 10 11 12,2.2,274,622,65.7,20.8,20.8,20.5
500820400262002,PK K 1 2 3 4 5 6,9.5,348,622,64.9,,20.8,20.5
500820600260003,9 10 11 12,4.1,195,556,25.1,19.5,19.5,20.5
500820600261001,6 7 8,3.4,119,556,37.8,,19.5,20.5
500820600262001,PK K 1 2 3 4 5,3.7,242,556,24.8,,19.5,20.5
500820700042001,K 1 2,6.2,256,769,2.3,,,20.5
500820700042003,3 4 5 6 7 8,4.1,513,769,13.1,,,20.5
500820770160001,9 10 11 12,3.5,623,623,12.0,21.9,21.9,20.5
500820850021001,5 6 7 8,27.2,261,580,36.0,,,20.5
500820850022001,PK K 1 2 3 4,30.4,319,580,37.3,,,20.5
500820900041002,6 7 8,32.6,503,"3,492",19.7,,,20.5
500820900041003,6 7 8,31.7,691,"3,492",26.3,,,20.5
500820900042002,K 1 2 3 4 5,31.4,392,"3,492",29.8,,,20.5
500820900042003,K 1 2 3 4 5,26.8,358,"3,492",18.2,,,20.5
500820900042004,K 1 2 3 4 5,34.4,326,"3,492",37.1,,,20.5
500820900042005,K 1 2 3 4 5,34.9,490,"3,492",24.5,,,20.5
500820900042006,PK K 1 2 3 4 5,29.9,732,"3,492",19.8,,,20.5
500821040021001,5 6 7 8,43.2,243,592,62.6,,,20.5
500821040022001,PK K 1 2 3 4,53.0,349,592,55.9,,,20.5
500821050021001,6 7 8,67.1,234,808,42.7,,,20.5
500821050022002,PK K 1 2 3 4 5,59.8,574,808,49.7,,,20.5
500821100041006,5 6 7 8,53.3,259,637,59.8,,,20.5
500821100042002,PK K 1 2 3 4,49.5,378,637,50.5,,,20.5
500821130021001,5 6 7 8,31.7,404,849,17.3,,,20.5
500821130022001,PK K 1 2 3 4,27.4,445,849,15.5,,,20.5
500821150021001,5 6 7 8,62.9,595,"1,338",48.9,,,20.5
500821150022001,PK K 1 2 3 4,60.7,743,"1,338",52.5,,,20.5
500821160022001,PK K 1 2 3 4 5 6 7 8,49.1,468,468,73.9,,,20.5
500821180021012,7 8,42.3,437,"3,967",60.2,,,20.5
500821180021013,7 8,67.1,401,"3,967",75.1,,,20.5
500821180022001,K 1 2 3 4 5 6,72.9,532,"3,967",73.9,,,20.5
500821180022004,K 1 2 3 4 5 6,42.2,270,"3,967",67.0,,,20.5
500821180022005,K 1 2 3 4 5 6,59.0,200,"3,967",89.0,,,20.5
500821180022006,K 1 2 3 4 5 6,47.4,175,"3,967",80.6,,,20.5
500821180022007,PK K 1 2 3 4 5 6,53.0,387,"3,967",63.0,,,20.5
500821180022009,K 1 2 3 4 5 6,29.5,342,"3,967",45.3,,,20.5
500821180022010,K 1 2 3 4 5 6,61.6,500,"3,967",73.2,,,20.5
500821180022013,PK K 1 2 3 4 5 6,45.6,526,"3,967",53.8,,,20.5
500821190021001,5 6 7 8,68.2,415,966,66.7,,,20.5
500821190022001,PK K 1 2 3 4,69.9,551,966,68.2,,,20.5
500821300042001,K 1 2 3 4 5 6 7 8,2.8,534,534,13.3,,,20.5
500821600042001,3 4 5 6 7 8,6.8,530,794,17.7,,,20.5
500821600042002,PK K 1 2,9.8,264,794,0.8,,,20.5
500821750021001,5 6 7 8,50.2,321,829,62.6,,,20.5
500821750022002,PK K 1 2 3 4,51.4,508,829,62.2,,,20.5
500821810022001,PK K 1 2 3 4 5 6 7 8,51.9,370,370,52.4,,,20.5
500821870260011,9 10 11 12,90.2,973,"3,512",92.5,15.9,15.9,20.5
500821870261014,7,94.8,213,"3,512",90.1,,15.9,20.5
500821870261015,8,92.8,222,"3,512",96.8,,15.9,20.5
500821870262002,6,95.9,221,"3,512",97.3,,15.9,20.5
500821870262005,3 4 5,93.2,353,"3,512",96.3,,15.9,20.5
500821870262007,K 1 2,97.2,254,"3,512",97.2,,15.9,20.5
500821870262008,PK K 1 2,90.0,290,"3,512",96.9,,15.9,20.5
500821870262009,K 1 2,93.2,249,"3,512",95.6,,15.9,20.5
500821870262010,3 4 5,95.0,416,"3,512",95.7,,15.9,20.5
500821870262014,K 1 2 3 4 5 6 7 8,76.3,321,"3,512",89.7,,15.9,20.5
500821880220001,9 10 11 12,100.0,30,146,100.0,14.6,14.6,20.5
500821880221001,6 7 8,100.0,22,146,100.0,,14.6,20.5
500821880222001,PK K 1 2 3 4 5,100.0,94,146,98.9,,14.6,20.5
50082189022001C,9 10 11 12,100.0,114,"6,116",99.1,16.0,15.4,20.5
500821890220043,9 10 11 12,99.0,"1,560","6,116",99.0,15.4,15.4,20.5
500821890221007,6 7 8,98.3,656,"6,116",99.1,,15.4,20.5
500821890221036,6 7 8,99.8,568,"6,116",99.3,,15.4,20.5
500821890222008,1 2 3 4 5,100.0,507,"6,116",99.4,,15.4,20.5
500821890222038,1 2 3 4 5,99.8,512,"6,116",99.2,,15.4,20.5
500821890222051,K,99.6,478,"6,116",96.4,,15.4,20.5
500821890222054,1 2 3 4 5,99.8,506,"6,116",99.4,,15.4,20.5
500821890222055,1 2 3 4 5,99.4,494,"6,116",99.8,,15.4,20.5
500821890222056,1 2 3 4 5,98.3,526,"6,116",98.9,,15.4,20.5
500821960260001,9 10 11 12,9.7,318,"1,143",53.5,18.5,18.5,20.5
500821960261001,7 8,17.0,159,"1,143",70.4,,18.5,20.5
500821960262006,PK K 1 2 3 4 5 6,16.5,666,"1,143",71.0,,18.5,20.5
500822010170001,9 10 11 12,53.0,"2,551","4,827",42.1,20.2,19.9,20.5
500822010170002,9 10 11 12,43.9,"2,276","4,827",45.3,19.6,19.9,20.5
500822030170001,9 10 11 12,33.5,"2,511","2,511",23.5,23.1,23.1,20.5
510652000260001,6 7 8 9 10 11 12,5.6,142,270,42.3,20.5,20.5,20.5
510652000262001,PK K 1 2 3 4 5,5.5,128,270,41.4,,20.5,20.5
510652020260001,7 8 9 10 11 12,5.4,502,"1,126",35.5,20.6,20.6,20.5
510652020262003,PK K 1 2,5.1,296,"1,126",41.9,,20.6,20.5
510652020262006,PK 3 4 5 6,4.0,328,"1,126",34.5,,20.6,20.5
510652130260001,9 10 11 12,5.2,290,"1,102",22.4,20.3,20.3,20.5
510652130261001,7 8,5.1,158,"1,102",27.8,,20.3,20.5
510652130262001,4 5 6,2.4,245,"1,102",31.4,,20.3,20.5
510652130262003,PK K 1 2 3,5.6,409,"1,102",31.5,,20.3,20.5
510840010260001,9 10 11 12,3.2,156,583,32.7,19.8,19.8,20.5
510840010261001,6 7 8,5.1,136,583,42.6,,19.8,20.5
510840010262001,PK K 1 2 3 4 5,5.2,291,583,41.6,,19.8,20.5
51084003A260001,9 10 11 12,6.8,740,"2,321",12.8,22.6,22.6,20.5
51084003A261002,7 8,6.9,393,"2,321",12.2,,22.6,20.5
51084003A262003,PK K 1,6.7,327,"2,321",18.0,,22.6,20.5
51084003A262004,4 5 6,7.1,546,"2,321",15.2,,22.6,20.5
51084003A262005,2 3,7.3,315,"2,321",19.0,,22.6,20.5
510840050260001,9 10 11 12,18.0,"1,415","4,658",19.9,22.5,22.5,20.5
510840050261002,7 8,17.5,702,"4,658",23.1,,22.5,20.5
510840050262003,PK K 1 2 3 4,18.6,617,"4,658",25.1,,22.5,20.5
510840050262004,K 1 2 3 4,15.4,597,"4,658",27.0,,22.5,20.5
510840050262005,5 6,20.9,700,"4,658",21.6,,22.5,20.5
510840050262006,K 1 2 3 4,18.7,627,"4,658",20.6,,22.5,20.5
510840080260001,9 10 11 12,3.6,441,"1,285",11.1,19.9,19.9,20.5
510840080261001,5 6 7 8,9.8,410,"1,285",13.9,,19.9,20.5
510840080262004,PK K 1 2 3 4,6.5,434,"1,285",9.7,,19.9,20.5
510840100260001,9 10 11 12,7.5,401,"1,414",31.2,20.1,20.1,20.5
510840100261001,6 7 8,3.4,319,"1,414",36.4,,20.1,20.5
510840100262003,PK K 1 2,9.6,387,"1,414",33.1,,20.1,20.5
510840100262004,3 4 5,11.4,307,"1,414",42.7,,20.1,20.5
510840110260001,7 8 9 10 11 12,2.5,284,625,29.2,20.0,20.0,20.5
510840110262001,PK K 1 2 3 4 5 6,3.2,341,625,39.9,,20.0,20.5
510840140260001,9 10 11 12,5.2,440,"1,425",45.2,19.9,19.9,20.5
510840140261001,5 6 7 8,4.5,447,"1,425",56.2,,19.9,20.5
510840140262003,PK K 1 2 3 4,7.4,538,"1,425",67.8,,19.9,20.5
510840150260001,9 10 11 12,4.6,479,"1,488",8.6,22.9,22.9,20.5
510840150261001,6 7 8,5.1,332,"1,488",13.0,,22.9,20.5
510840150262004,PK K 1 2 3 4,5.3,563,"1,488",14.9,,22.9,20.5
510840150262005,5,4.4,114,"1,488",16.7,,22.9,20.5
510840160260001,9 10 11 12,3.4,236,899,34.3,21.1,21.1,20.5
510840160261001,6 7 8,8.2,196,899,36.7,,21.1,20.5
510840160262001,PK K 1 2 3 4 5,6.6,467,899,37.7,,21.1,20.5
510841860250001,9 10 11 12,50.9,"1,274","15,048",72.8,17.5,18.9,20.5
510841860250002,9 10 11 12,38.5,"1,349","15,048",36.8,21.2,18.9,20.5
510841860250003,9 10 11 12,61.8,"1,331","15,048",67.3,18.0,18.9,20.5
510841860250004,9 10 11 12,55.2,116,"15,048",80.2,14.5,18.9,20.5
510841860251006,6 7 8,48.1,788,"15,048",55.1,,18.9,20.5
510841860251007,6 7 8,54.0,619,"15,048",70.3,,18.9,20.5
510841860251009,6 7 8,56.5,718,"15,048",83.4,,18.9,20.5
510841860252010,K 1 2 3 4 5,51.3,347,"15,048",79.0,,18.9,20.5
510841860252012,K 1 2 3 4 5,51.8,367,"15,048",66.8,,18.9,20.5
510841860252013,K 1 2 3 4 5,64.0,272,"15,048",84.2,,18.9,20.5
510841860252015,K 1 2 3 4 5,56.2,441,"15,048",73.5,,18.9,20.5
510841860252016,K 1 2 3 4 5,61.8,338,"15,048",89.9,,18.9,20.5
510841860252017,K 1 2 3 4 5,49.2,295,"15,048",75.6,,18.9,20.5
51084186025201C,K 1 2 3 4 5 6 7 8,57.4,378,"15,048",60.3,,18.9,20.5
510841860252020,K 1 2 3 4 5,71.0,221,"15,048",77.8,,18.9,20.5
510841860252021,1 2 3 4 5 6 7 8,42.4,448,"15,048",24.8,,18.9,20.5
510841860252022,K 1 2 3 4 5,56.6,219,"15,048",69.9,,18.9,20.5
510841860252024,6 7 8,51.1,315,"15,048",40.0,,18.9,20.5
510841860252026,PK K 1 2 3 4 5,48.2,332,"15,048",45.5,,18.9,20.5
510841860252027,K 1 2 3 4 5,66.9,266,"15,048",90.2,,18.9,20.5
510841860252028,K 1 2 3 4 5,68.4,266,"15,048",92.5,,18.9,20.5
510841860252032,PK K 1 2 3 4 5,39.9,356,"15,048",80.1,,18.9,20.5
510841860252033,K 1 2 3 4 5,52.1,309,"15,048",56.0,,18.9,20.5
510841860252035,K 1 2 3 4 5,52.3,222,"15,048",80.6,,18.9,20.5
510841860252037,K 1 2 3 4 5,59.4,471,"15,048",90.0,,18.9,20.5
510841860252040,K 1 2 3 4 5,45.1,306,"15,048",70.9,,18.9,20.5
510841860252042,6 7 8,62.2,564,"15,048",85.5,,18.9,20.5
510841860252044,PK K 1 2 3 4 5,68.4,433,"15,048",91.5,,18.9,20.5
510841860252045,PK K 1 2 3 4 5,62.3,252,"15,048",84.5,,18.9,20.5
510841860252046,K 1 2 3 4 5,66.1,289,"15,048",85.8,,18.9,20.5
510841860252049,K 1 2 3 4 5,52.4,485,"15,048",43.3,,18.9,20.5
530601260260001,9 10 11 12,2.8,320,"1,051",47.5,19.0,19.0,20.5
530601260261001,5 6 7 8,2.6,311,"1,051",54.3,,19.0,20.5
530601260262002,PK K 1 2 3 4,2.6,420,"1,051",66.9,,19.0,20.5
530601890260001,9 10 11 12,2.7,255,759,47.5,18.4,18.4,20.5
530601890261001,6 7 8,8.0,138,759,54.3,,18.4,20.5
530601890262001,PK K 1 2 3 4 5,7.7,366,759,44.0,,18.4,20.5
530601910260001,9 10 11 12,3.5,311,956,37.3,18.5,18.5,20.5
530601910261003,6 7 8,2.7,221,956,57.5,,18.5,20.5
530601910262003,PK K 1 2 3 4 5,2.8,424,956,60.4,,18.5,20.5
530900500022001,PK K 1 2 3,12.3,359,781,67.4,,,20.5
530900500022002,4 5 6 7 8,13.0,422,781,61.6,,,20.5
530900510022001,PK 4 5 6 7 8,8.9,665,"1,246",19.4,,,20.5
530900510022004,PK K 1 2 3,9.3,581,"1,246",13.4,,,20.5
530900520021001,5 6 7 8,2.0,397,953,2.5,,,20.5
530900520022002,K 1 2 3 4,3.1,556,953,0.9,,,20.5
530900760021005,5 6 7 8,11.3,284,636,79.2,,,20.5
530900760022004,PK K 1 2 3 4,10.8,352,636,80.1,,,20.5
530900850022001,K 1 2 3 4 5 6 7 8,9.2,141,141,43.3,,,20.5
530900860021011,6 7 8,12.8,541,"1,689",55.1,,,20.5
530900860022001,K 1 2,8.1,186,"1,689",37.6,,,20.5
530900860022002,3 4 5,9.4,203,"1,689",36.5,,,20.5
530900860022003,3 4 5,10.1,168,"1,689",63.1,,,20.5
530900860022005,3 4 5,18.7,193,"1,689",59.1,,,20.5
530900860022008,PK K 1 2,20.7,193,"1,689",64.8,,,20.5
530900860022010,K 1 2,11.2,205,"1,689",69.8,,,20.5
530900980022001,K 1 2 3 4 5 6 7 8,6.6,212,212,34.0,,,20.5
530901020021003,6 7 8,10.0,210,643,59.5,,,20.5
530901020022001,3 4 5,7.3,191,643,57.1,,,20.5
530901020022002,PK K 1 2,8.7,242,643,52.1,,,20.5
530901080021002,7 8,6.1,344,"3,711",53.8,,,20.5
530901080021012,7 8,4.2,407,"3,711",64.9,,,20.5
530901080022004,K 1 2 3,7.5,385,"3,711",79.2,,,20.5
530901080022008,K 1 2 3,7.4,337,"3,711",76.6,,,20.5
530901080022009,K 1 2 3,11.6,225,"3,711",51.1,,,20.5
530901080022010,K 1 2 3,7.2,207,"3,711",49.8,,,20.5
530901080022012,K 1 2 3,10.5,304,"3,711",70.4,,,20.5
530901080022013,4 5 6,6.8,600,"3,711",71.0,,,20.5
530901080022014,K 1 2 3,11.3,186,"3,711",75.3,,,20.5
530901080022015,4 5 6,8.4,501,"3,711",60.1,,,20.5
530901370022001,PK K 1 2 3 4 5 6 7 8,3.1,255,255,65.5,,,20.5
530903030160002,9 10 11 12,7.9,"2,030","2,030",49.7,19.9,19.9,20.5
530903080160001,9 10 11 12,8.5,"1,206","1,206",30.4,21.4,21.4,20.5
530903090160001,9 10 11 12,10.8,"1,112","1,112",51.5,18.7,18.7,20.5
530906060042001,K 1 2 3 4 5 6,11.8,85,85,55.3,,,20.5
530907010260001,9 10 11 12,3.7,321,"1,098",26.5,22.1,22.1,20.5
530907010262002,4 5 6,7.0,272,"1,098",32.0,,22.1,20.5
530907010262003,PK K 1 2 3 7 8,5.3,505,"1,098",27.7,,22.1,20.5
530907020260001,9 10 11 12,4.2,308,919,12.0,22.9,22.9,20.5
530907020261001,5 6 7 8,8.9,293,919,15.0,,22.9,20.5
530907020262003,PK K 1 2 3 4,7.5,318,919,23.6,,22.9,20.5
530907030260001,9 10 11 12,4.8,145,471,44.8,20.5,20.5,20.5
530907030261001,7 8,5.0,60,471,35.0,,20.5,20.5
530907030262001,PK K 1 2 3 4 5 6,9.0,266,471,54.9,,20.5,20.5
530907090260006,9 10 11 12,7.7,891,"2,911",14.5,23.3,23.3,20.5
530907090261005,7 8,7.4,434,"2,911",19.8,,23.3,20.5
530907090262001,PK K 1 2 3 4 5 6,8.5,401,"2,911",21.7,,23.3,20.5
530907090262002,K 1 2 3 4 5 6,10.3,348,"2,911",41.4,,23.3,20.5
530907090262003,PK K 1 2 3 4 5 6,6.9,504,"2,911",15.7,,23.3,20.5
530907090262004,PK K 1 2 3 4 5 6,10.2,333,"2,911",13.5,,23.3,20.5
531020010042001,PK K 1 2 3 4 5 6 7 8,6.0,872,872,21.4,,,20.5
531020020042001,PK K 1 2 3 4 5 6 7 8,5.0,241,241,50.2,,,20.5
531020060260001,9 10 11 12,9.6,364,"1,145",42.9,19.0,19.0,20.5
531020060262001,PK K 1 2 3 4,6.7,208,"1,145",54.3,,19.0,20.5
531020060262002,K 1 2 3 4 5 6,14.0,279,"1,145",57.3,,19.0,20.5
531020060262003,K 1 2 3 4 7 8,14.3,294,"1,145",50.3,,19.0,20.5
531020110260001,9 10 11 12,5.9,388,"1,230",35.6,21.3,21.3,20.5
531020110261001,6 7 8,7.0,257,"1,230",36.2,,21.3,20.5
531020110262001,4 5,9.7,185,"1,230",36.2,,21.3,20.5
531020110262002,PK K 1 2 3,10.1,318,"1,230",41.2,,21.3,20.5
531020110262003,K 1 2 3,3.7,82,"1,230",45.1,,21.3,20.5
531020210260001,7 8 9 10 11 12,7.4,175,386,47.4,19.8,19.8,20.5
531020210262003,PK K 1 2 3 4 5 6,8.1,211,386,60.2,,19.8,20.5
531020600260001,9 10 11 12,1.1,179,528,24.6,21.0,21.0,20.5
531020600261002,5 6 7 8,4.8,168,528,28.6,,21.0,20.5
531020600262003,PK K 1 2 3 4,8.3,181,528,31.5,,21.0,20.5
531020690022001,3 4 5 6 7 8,6.8,619,890,13.4,,,20.5
531020690022002,PK K 1 2,6.3,271,890,17.7,,,20.5
531021220170001,9 10 11 12,8.7,963,963,15.6,22.4,22.4,20.5
531021400260001,9 10 11 12,4.1,508,"1,644",26.4,21.9,21.9,20.5
531021400261002,5 6 7 8,6.0,485,"1,644",27.6,,21.9,20.5
531021400262003,PK K 1 2 3 4,6.4,439,"1,644",36.2,,21.9,20.5
531021400262004,K 1 2 3 4,9.7,103,"1,644",17.5,,21.9,20.5
531021400262005,K 1 2 3 4,4.6,109,"1,644",21.1,,21.9,20.5
540920010260005,9 10 11 12,4.0,329,881,29.8,19.3,19.3,20.5
540920010261001,5 6 7 8,6.9,248,881,34.7,,19.3,20.5
540920010262001,K 1 2 3 4,6.6,304,881,41.8,,19.3,20.5
540920020260004,9 10 11 12,4.5,397,"1,319",63.2,18.1,18.1,20.5
540920020261003,7 8,7.7,194,"1,319",63.4,,18.1,20.5
540920020262001,PK K 1 2 3 4 5 6,10.4,728,"1,319",67.2,,18.1,20.5
540920040260004,9 10 11 12,7.8,321,"1,065",50.5,16.9,16.9,20.5
540920040261003,6 7 8,12.2,245,"1,065",67.3,,16.9,20.5
540920040262002,PK K 1 2 3 4 5,10.4,499,"1,065",66.5,,16.9,20.5
540920050260002,9 10 11 12,0.0,152,525,0.0,18.5,18.5,20.5
540920050262001,PK K 1 2 3 4 5 6 7 8,3.5,373,525,2.1,,18.5,20.5
540920070262001,PK K 1 2 3 4 5 6 7 8,10.6,301,301,48.2,,,20.5
540920100262001,PK K 1 2 3 4 5 6 7 8,8.9,157,157,56.1,,,20.5
540920110260005,9 10 11 12,16.2,388,"1,293",62.6,18.2,18.2,20.5
540920110261001,7 8,18.0,183,"1,293",64.5,,18.2,20.5
540920110262001,3 4,26.7,195,"1,293",64.6,,18.2,20.5
540920110262002,5 6,24.6,183,"1,293",71.6,,18.2,20.5
540920110262003,PK K 1 2,23.3,344,"1,293",78.5,,18.2,20.5
540920120260001,9 10 11 12,1.7,120,384,45.0,19.4,19.4,20.5
540920120261001,6 7 8,3.3,92,384,44.6,,19.4,20.5
540920120262002,PK K 1 2 3 4 5,4.7,172,384,57.0,,19.4,20.5
540920610032001,K 1 2 3 4 5 6 7 8,4.9,82,82,58.5,,,20.5
540920760260001,9 10 11 12,10.4,299,"1,019",41.5,19.7,19.7,20.5
540920760261001,7 8,13.0,161,"1,019",42.9,,19.7,20.5
540920760262003,PK K 1 2 3 4 5 6,10.7,559,"1,019",52.2,,19.7,20.5
540921180240022,9 10 11 12,52.4,"1,564","6,012",71.6,17.9,17.9,20.5
540921180241020,6 7 8,54.3,738,"6,012",73.7,,17.9,20.5
540921180241021,6 7 8,55.3,611,"6,012",92.3,,17.9,20.5
540921180242001,K 1 2 3 4 5,70.8,288,"6,012",95.8,,17.9,20.5
540921180242005,K 1 2 3 4 5,62.3,276,"6,012",74.6,,17.9,20.5
540921180242008,K 1 2 3 4 5,66.8,298,"6,012",94.6,,17.9,20.5
540921180242010,K 1 2 3 4 5,66.5,328,"6,012",79.9,,17.9,20.5
540921180242013,K 1 2 3 4 5,36.1,255,"6,012",51.8,,17.9,20.5
540921180242019,K 1 2 3 4 5,71.7,403,"6,012",95.5,,17.9,20.5
540921180242020,PK K 1 2 3 4 5,66.5,849,"6,012",90.7,,17.9,20.5
540921180242021,PK K 1 2 3 4 5,29.9,402,"6,012",87.1,,17.9,20.5
540922250170001,9 10 11 12,4.3,116,116,39.7,18.6,18.6,20.5
560990170021001,7 8,10.8,324,"1,285",21.0,,,20.5
560990170022001,PK K 1 2,12.4,403,"1,285",15.1,,,20.5
560990170022002,5 6,12.5,287,"1,285",16.7,,,20.5
560990170022003,3 4,14.8,271,"1,285",20.7,,,20.5
56099030C041001,7 8,45.8,"1,032","4,459",40.1,,,20.5
56099030C042002,K 1 2 3 4,29.2,518,"4,459",31.7,,,20.5
56099030C042003,K 1 2 3 4,41.0,515,"4,459",41.7,,,20.5
56099030C042004,K 1 2 3 4,50.3,569,"4,459",51.1,,,20.5
56099030C042005,PK K 1 2 3 4,46.9,471,"4,459",44.2,,,20.5
56099030C042006,5 6,43.8,878,"4,459",41.0,,,20.5
56099030C042007,PK K 1 2 3 4,45.6,476,"4,459",38.9,,,20.5
56099033C041001,7 8,15.3,767,"3,672",19.8,,,20.5
56099033C042003,K 1 2 3 4,12.5,464,"3,672",28.0,,,20.5
56099033C042005,5 6,14.8,859,"3,672",21.5,,,20.5
56099033C042006,PK K 1 2 3 4,13.9,433,"3,672",22.6,,,20.5
56099033C042007,PK K 1 2 3 4,15.2,625,"3,672",16.3,,,20.5
56099033C042008,PK K 1 2 3 4,13.4,524,"3,672",18.3,,,20.5
56099070C042001,2 3 4 5 6 7 8,94.0,283,432,99.3,,,20.5
56099070C042002,PK K 1,92.6,149,432,88.6,,,20.5
560990810022001,K 1 2 3 4 5 6 7 8,64.0,114,114,61.4,,,20.5
560990840022001,K 1 2 3 4 5 6 7 8,65.6,311,311,75.9,,,20.5
560990860051001,6 7 8,84.1,655,"11,781",99.5,,,20.5
560990860051002,6 7 8,96.5,913,"11,781",99.8,,,20.5
560990860051003,6 7 8,79.5,"1,108","11,781",98.5,,,20.5
560990860051004,6 7 8,87.7,814,"11,781",99.4,,,20.5
560990860052001,K 1 2 3 4 5,81.6,391,"11,781",98.5,,,20.5
560990860052002,K 1 2 3 4 5,90.9,635,"11,781",99.7,,,20.5
560990860052003,1 2 3 4 5,60.7,262,"11,781",98.5,,,20.5
560990860052004,K 1 2 3 4 5,89.9,631,"11,781",98.6,,,20.5
560990860052005,K 1 2 3 4 5,85.0,307,"11,781",99.3,,,20.5
560990860052006,K 1 2 3 4 5,81.4,467,"11,781",98.5,,,20.5
560990860052007,K 1 2 3 4 5,98.2,453,"11,781",99.3,,,20.5
560990860052011,PK K 1 2 3 4 5,94.4,607,"11,781",79.9,,,20.5
560990860052013,K 1 2 3 4 5,83.3,401,"11,781",98.3,,,20.5
560990860052015,K 1 2 3 4 5,78.9,579,"11,781",99.5,,,20.5
560990860052020,K 1 2 3 4 5,67.5,477,"11,781",99.4,,,20.5
560990860052022,K 1 2 3 4 5,96.1,512,"11,781",99.6,,,20.5
560990860052024,K 1 2 3 4 5,99.0,977,"11,781",99.8,,,20.5
560990860052025,K 1 2 3 4 5,80.9,639,"11,781",100.0,,,20.5
560990860052027,K 1 2 3 4 5,94.7,619,"11,781",98.9,,,20.5
560990880022002,K 1 2 3 4 5 6 7 8,56.0,495,495,78.0,,,20.5
56099088A021001,5 6 7 8,56.1,433,948,50.6,,,20.5
56099088A022001,PK K 1 2 3 4,53.2,515,948,45.8,,,20.5
560990890022002,PK K 1 2 3 4 5 6 7 8,92.2,335,335,91.6,,,20.5
560990900022001,PK K 1 2 3 4 5 6 7 8,21.2,344,344,48.8,,,20.5
560990910021001,4 5 6 7 8,11.4,368,660,31.8,,,20.5
560990910022001,PK K 1 2 3,20.9,292,660,31.8,,,20.5
560990920021001,6 7 8,12.8,595,"1,634",26.6,,,20.5
560990920022003,PK K 1,17.7,300,"1,634",30.0,,,20.5
560990920022004,2 3,15.6,346,"1,634",32.7,,,20.5
560990920022005,4 5,11.7,393,"1,634",25.2,,,20.5
560991140021001,6 7 8,14.3,435,"1,374",19.3,,,20.5
560991140022001,3 4 5,10.6,453,"1,374",17.9,,,20.5
560991140022002,PK K 1 2,10.9,486,"1,374",13.8,,,20.5
560991220021005,7 8,10.2,598,"5,357",14.5,,,20.5
560991220021006,7 8,15.9,675,"5,357",15.1,,,20.5
