schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathsch,nttkmathdist,nttkmathstate,tkreadsch,tkmathsch,tkreaddist,tkmathdist,tkreadstate,tkmathstate
090101970042001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
090101970042002,1.1,0.6,4.4,1.1,0.6,4.4,98.9,98.9,99.4,99.4,95.6,95.6
090103050160001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
090270050260001,1.4,0.4,4.4,0.0,0.2,4.4,98.6,100.0,99.6,99.8,95.6,95.6
090270050261003,0.4,0.4,4.4,0.4,0.2,4.4,99.6,99.6,99.6,99.8,95.6,95.6
090270050262004,0.0,0.4,4.4,0.0,0.2,4.4,100.0,100.0,99.6,99.8,95.6,95.6
090270100260001,0.0,0.6,4.4,17.3,3.5,4.4,100.0,82.7,99.4,96.5,95.6,95.6
090270100261002,0.9,0.6,4.4,1.1,3.5,4.4,99.1,98.9,99.4,96.5,95.6,95.6
090270100262004,,,,,,,,,99.4,96.5,95.6,95.6
090270100262005,0.7,0.6,4.4,0.3,3.5,4.4,99.3,99.7,99.4,96.5,95.6,95.6
11012002C260001,2.1,0.7,4.4,1.2,0.7,4.4,97.9,98.8,99.3,99.3,95.6,95.6
11012002C261002,1.5,0.7,4.4,1.5,0.7,4.4,98.5,98.5,99.3,99.3,95.6,95.6
11012002C262003,0.0,0.7,4.4,0.3,0.7,4.4,100.0,99.7,99.3,99.3,95.6,95.6
11012002C262005,,,,,,,,,99.3,99.3,95.6,95.6
11012003C260001,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
11012003C262005,0.8,0.5,4.4,0.8,0.5,4.4,99.2,99.2,99.5,99.5,95.6,95.6
11012004C260001,2.8,2.9,4.4,2.0,2.4,4.4,97.2,98.0,97.1,97.6,95.6,95.6
11012004C262003,3.1,2.9,4.4,2.7,2.4,4.4,96.9,97.3,97.1,97.6,95.6,95.6
110150010260001,2.2,1.2,4.4,2.3,1.1,4.4,97.8,97.7,98.8,98.9,95.6,95.6
110150010261002,0.5,1.2,4.4,0.5,1.1,4.4,99.5,99.5,98.8,98.9,95.6,95.6
110150010262003,0.6,1.2,4.4,0.6,1.1,4.4,99.4,99.4,98.8,98.9,95.6,95.6
110150010262004,1.6,1.2,4.4,1.5,1.1,4.4,98.4,98.5,98.8,98.9,95.6,95.6
110150010262006,,,,,,,,,98.8,98.9,95.6,95.6
110150010262007,0.0,1.2,4.4,0.0,1.1,4.4,100.0,100.0,98.8,98.9,95.6,95.6
110150020260001,0.4,0.6,4.4,0.5,0.8,4.4,99.6,99.5,99.4,99.2,95.6,95.6
110150020261003,0.3,0.6,4.4,0.8,0.8,4.4,99.7,99.2,99.4,99.2,95.6,95.6
110150020262015,0.6,0.6,4.4,0.6,0.8,4.4,99.4,99.4,99.4,99.2,95.6,95.6
110150020262016,1.3,0.6,4.4,1.3,0.8,4.4,98.8,98.7,99.4,99.2,95.6,95.6
110150050260002,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
110150050262001,0.8,0.7,4.4,0.8,0.7,4.4,99.2,99.2,99.3,99.3,95.6,95.6
110180030260001,0.0,0.3,4.4,0.0,0.0,4.4,100.0,100.0,99.7,100.0,95.6,95.6
110180030262002,2.0,0.3,4.4,0.0,0.0,4.4,98.0,100.0,99.7,100.0,95.6,95.6
110180030262005,0.0,0.3,4.4,0.0,0.0,4.4,100.0,100.0,99.7,100.0,95.6,95.6
110180770260001,1.5,0.8,4.4,0.0,0.4,4.4,98.5,100.0,99.2,99.6,95.6,95.6
110180770261001,1.0,0.8,4.4,0.7,0.4,4.4,99.0,99.3,99.2,99.6,95.6,95.6
110180770262003,0.0,0.8,4.4,0.0,0.4,4.4,100.0,100.0,99.2,99.6,95.6,95.6
110213010260001,0.0,1.2,4.4,0.0,1.2,4.4,100.0,100.0,98.8,98.8,95.6,95.6
110213010261004,1.0,1.2,4.4,1.0,1.2,4.4,99.0,99.0,98.8,98.8,95.6,95.6
110213010262002,2.2,1.2,4.4,2.2,1.2,4.4,97.8,97.8,98.8,98.8,95.6,95.6
110213020260001,2.2,2.2,4.4,2.0,1.9,4.4,97.8,98.0,97.8,98.1,95.6,95.6
110213020261001,3.8,2.2,4.4,3.8,1.9,4.4,96.2,96.2,97.8,98.1,95.6,95.6
110213020262001,1.4,2.2,4.4,0.9,1.9,4.4,98.6,99.1,97.8,98.1,95.6,95.6
110213050260001,0.0,0.6,4.4,0.0,0.7,4.4,100.0,100.0,99.4,99.3,95.6,95.6
110213050262003,0.8,0.6,4.4,0.4,0.7,4.4,99.2,99.6,99.4,99.3,95.6,95.6
110213050262004,0.7,0.6,4.4,0.7,0.7,4.4,99.3,99.3,99.4,99.3,95.6,95.6
110213050262005,0.6,0.6,4.4,1.2,0.7,4.4,99.4,98.8,99.4,99.3,95.6,95.6
110213060260001,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
110213060262002,0.9,0.5,4.4,0.9,0.5,4.4,99.1,99.1,99.5,99.5,95.6,95.6
110230010260001,4.6,3.0,4.4,5.5,3.9,4.4,95.4,94.5,97.0,96.1,95.6,95.6
110230010262002,1.7,3.0,4.4,2.6,3.9,4.4,98.3,97.4,97.0,96.1,95.6,95.6
110230030260001,1.7,0.8,4.4,1.9,0.8,4.4,98.3,98.1,99.2,99.2,95.6,95.6
110230030262002,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
110230040260002,1.5,0.3,4.4,7.1,0.9,4.4,98.5,92.9,99.7,99.1,95.6,95.6
110230040261001,0.0,0.3,4.4,0.0,0.9,4.4,100.0,100.0,99.7,99.1,95.6,95.6
110230040262001,0.0,0.3,4.4,0.0,0.9,4.4,100.0,100.0,99.7,99.1,95.6,95.6
110230060260001,3.3,1.1,4.4,9.1,1.9,4.4,96.7,90.9,98.9,98.1,95.6,95.6
110230060261001,0.0,1.1,4.4,1.3,1.9,4.4,100.0,98.7,98.9,98.1,95.6,95.6
110230060262003,1.4,1.1,4.4,1.4,1.9,4.4,98.6,98.6,98.9,98.1,95.6,95.6
110230950250002,10.0,1.9,4.4,22.9,3.6,4.4,90.0,77.1,98.1,96.4,95.6,95.6
110230950251001,0.4,1.9,4.4,0.4,3.6,4.4,99.6,99.6,98.1,96.4,95.6,95.6
110230950252003,,,,,,,,,98.1,96.4,95.6,95.6
110230950252006,0.4,1.9,4.4,0.4,3.6,4.4,99.6,99.6,98.1,96.4,95.6,95.6
110703000260004,5.9,1.9,4.4,1.7,1.3,4.4,94.1,98.3,98.1,98.7,95.6,95.6
110703000261001,1.6,1.9,4.4,1.6,1.3,4.4,98.4,98.4,98.1,98.7,95.6,95.6
110703000262001,0.8,1.9,4.4,0.8,1.3,4.4,99.2,99.2,98.1,98.7,95.6,95.6
110703020260001,0.0,1.4,4.4,0.0,1.4,4.4,100.0,100.0,98.6,98.6,95.6,95.6
110703020261001,2.5,1.4,4.4,2.5,1.4,4.4,97.5,97.5,98.6,98.6,95.6,95.6
110703020262001,0.0,1.4,4.4,0.0,1.4,4.4,100.0,100.0,98.6,98.6,95.6,95.6
110870010260002,2.6,2.8,4.4,3.9,3.3,4.4,97.4,96.1,97.2,96.7,95.6,95.6
110870010262002,2.9,2.8,4.4,2.9,3.3,4.4,97.1,97.1,97.2,96.7,95.6,95.6
11087003A260001,3.2,2.6,4.4,1.7,1.8,4.4,96.8,98.3,97.4,98.2,95.6,95.6
11087003A262001,1.9,2.6,4.4,1.9,1.8,4.4,98.1,98.1,97.4,98.2,95.6,95.6
110870040260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
110870040262002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
110870040262003,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
110870040262006,,,,,,,,,100.0,100.0,95.6,95.6
11087005A260001,3.8,2.4,4.4,0.0,1.9,4.4,96.2,100.0,97.6,98.1,95.6,95.6
11087005A262003,2.1,2.4,4.4,2.1,1.9,4.4,97.9,97.9,97.6,98.1,95.6,95.6
110870210260001,0.0,0.2,4.4,3.3,0.5,4.4,100.0,96.7,99.8,99.5,95.6,95.6
110870210261001,0.5,0.2,4.4,0.5,0.5,4.4,99.5,99.5,99.8,99.5,95.6,95.6
110870210262001,0.0,0.2,4.4,0.0,0.5,4.4,100.0,100.0,99.8,99.5,95.6,95.6
110870210262002,,,,,,,,,99.8,99.5,95.6,95.6
120130100260002,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
120130100261001,0.0,0.7,4.4,0.0,0.7,4.4,100.0,100.0,99.3,99.3,95.6,95.6
120130100262001,1.4,0.7,4.4,1.4,0.7,4.4,98.6,98.6,99.3,99.3,95.6,95.6
120130250260001,2.2,0.8,4.4,3.6,1.6,4.4,97.8,96.4,99.2,98.4,95.6,95.6
120130250262004,0.6,0.8,4.4,1.3,1.6,4.4,99.4,98.7,99.2,98.4,95.6,95.6
120130350260001,0.0,1.4,4.4,2.0,1.6,4.4,100.0,98.0,98.6,98.4,95.6,95.6
120130350261001,2.8,1.4,4.4,2.8,1.6,4.4,97.2,97.2,98.6,98.4,95.6,95.6
120130350262001,0.0,1.4,4.4,0.0,1.6,4.4,100.0,100.0,98.6,98.4,95.6,95.6
120130350262002,0.0,1.4,4.4,0.0,1.6,4.4,100.0,100.0,98.6,98.4,95.6,95.6
120130350262005,0.6,1.4,4.4,0.6,1.6,4.4,99.4,99.4,98.6,98.4,95.6,95.6
120130350262006,,,,,,,,,98.6,98.4,95.6,95.6
120170010260001,4.5,1.1,4.4,5.9,0.5,4.4,95.5,94.1,98.9,99.5,95.6,95.6
120170010262002,0.6,1.1,4.4,0.0,0.5,4.4,99.4,100.0,98.9,99.5,95.6,95.6
120170020260001,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
120170020261005,0.6,0.5,4.4,0.6,0.5,4.4,99.4,99.4,99.5,99.5,95.6,95.6
120170020262004,0.5,0.5,4.4,0.5,0.5,4.4,99.5,99.5,99.5,99.5,95.6,95.6
120170020262007,,,,,,,,,99.5,99.5,95.6,95.6
120170030260001,0.0,1.3,4.4,0.0,1.4,4.4,100.0,100.0,98.7,98.6,95.6,95.6
120170030262002,1.5,1.3,4.4,1.5,1.4,4.4,98.5,98.5,98.7,98.6,95.6,95.6
120170040260001,4.0,3.0,4.4,0.0,2.4,4.4,96.0,100.0,97.0,97.6,95.6,95.6
120170040262002,2.8,3.0,4.4,2.8,2.4,4.4,97.2,97.2,97.0,97.6,95.6,95.6
120400010260001,2.1,0.7,4.4,1.4,0.6,4.4,97.9,98.6,99.3,99.4,95.6,95.6
120400010261003,0.9,0.7,4.4,0.9,0.6,4.4,99.1,99.1,99.3,99.4,95.6,95.6
120400010262002,0.3,0.7,4.4,0.3,0.6,4.4,99.7,99.7,99.3,99.4,95.6,95.6
120400010262011,,,,,,,,,99.3,99.4,95.6,95.6
120510100260001,0.9,1.1,4.4,0.9,1.3,4.4,99.1,99.1,98.9,98.7,95.6,95.6
120510100262005,0.0,1.1,4.4,0.0,1.3,4.4,100.0,100.0,98.9,98.7,95.6,95.6
120510100262008,1.8,1.1,4.4,2.2,1.3,4.4,98.2,97.8,98.9,98.7,95.6,95.6
120510200260008,2.4,0.9,4.4,0.0,0.4,4.4,97.6,100.0,99.1,99.6,95.6,95.6
120510200261007,0.8,0.9,4.4,0.8,0.4,4.4,99.2,99.2,99.1,99.6,95.6,95.6
120510200262007,0.4,0.9,4.4,0.0,0.4,4.4,99.6,100.0,99.1,99.6,95.6,95.6
120800010260001,5.8,1.6,4.4,72.4,15.7,4.4,94.2,27.6,98.4,84.3,95.6,95.6
120800010261002,1.4,1.6,4.4,1.4,15.7,4.4,98.6,98.6,98.4,84.3,95.6,95.6
120800010262008,0.7,1.6,4.4,0.9,15.7,4.4,99.3,99.1,98.4,84.3,95.6,95.6
120800010262009,0.0,1.6,4.4,0.0,15.7,4.4,100.0,100.0,98.4,84.3,95.6,95.6
130140010260001,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
130140010261001,0.8,0.5,4.4,0.8,0.5,4.4,99.2,99.2,99.5,99.5,95.6,95.6
130140010262002,0.0,0.5,4.4,0.0,0.5,4.4,100.0,100.0,99.5,99.5,95.6,95.6
130140030260006,1.1,0.9,4.4,2.5,1.1,4.4,98.9,97.5,99.1,98.9,95.6,95.6
130140030262001,0.0,0.9,4.4,0.0,1.1,4.4,100.0,100.0,99.1,98.9,95.6,95.6
130140030262005,2.4,0.9,4.4,2.4,1.1,4.4,97.6,97.6,99.1,98.9,95.6,95.6
130140030262006,0.8,0.9,4.4,0.8,1.1,4.4,99.2,99.2,99.1,98.9,95.6,95.6
130140120042001,1.2,1.1,4.4,1.2,1.1,4.4,98.8,98.8,98.9,98.9,95.6,95.6
130140120042002,0.8,1.1,4.4,0.8,1.1,4.4,99.2,99.2,98.9,98.9,95.6,95.6
130140210022001,0.4,0.4,4.4,0.4,0.4,4.4,99.6,99.6,99.6,99.6,95.6,95.6
130140460022001,0.9,0.9,4.4,0.9,0.9,4.4,99.1,99.1,99.1,99.1,95.6,95.6
130140570022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130140600022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130140620022001,1.6,1.6,4.4,1.6,1.6,4.4,98.4,98.4,98.4,98.4,95.6,95.6
130140630022001,0.8,0.8,4.4,0.8,0.8,4.4,99.2,99.2,99.2,99.2,95.6,95.6
130140710160001,0.9,0.9,4.4,0.0,0.0,4.4,99.1,100.0,99.1,100.0,95.6,95.6
130141415022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130141860022001,1.3,1.3,4.4,1.3,1.3,4.4,98.8,98.8,98.8,98.8,95.6,95.6
130410010260001,5.3,0.6,4.4,0.0,0.0,4.4,94.7,100.0,99.4,100.0,95.6,95.6
130410010262002,0.0,0.6,4.4,0.0,0.0,4.4,100.0,100.0,99.4,100.0,95.6,95.6
130410020042001,3.0,3.0,4.4,3.5,3.5,4.4,97.0,96.5,97.0,96.5,95.6,95.6
130410030042001,0.5,0.5,4.4,0.5,0.5,4.4,99.5,99.5,99.5,99.5,95.6,95.6
130410040042001,1.4,1.4,4.4,1.4,1.4,4.4,98.6,98.6,98.6,98.6,95.6,95.6
130410050042002,3.0,3.0,4.4,3.0,3.0,4.4,97.0,97.0,97.0,97.0,95.6,95.6
130410060042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130410070042001,5.0,5.0,4.4,5.0,5.0,4.4,95.0,95.0,95.0,95.0,95.6,95.6
130410080042001,2.8,2.8,4.4,1.4,1.4,4.4,97.2,98.6,97.2,98.6,95.6,95.6
130410120042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130410790022001,0.6,0.6,4.4,0.6,0.6,4.4,99.4,99.4,99.4,99.4,95.6,95.6
130410800021001,2.0,2.6,4.4,1.5,2.1,4.4,98.0,98.5,97.4,97.9,95.6,95.6
130410800022002,1.1,2.6,4.4,1.1,2.1,4.4,98.9,98.9,97.4,97.9,95.6,95.6
130410800022008,6.5,2.6,4.4,5.4,2.1,4.4,93.5,94.6,97.4,97.9,95.6,95.6
130410820022001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130410990042001,2.1,2.1,4.4,2.1,2.1,4.4,97.9,97.9,97.9,97.9,95.6,95.6
130411140042001,3.6,3.6,4.4,3.6,3.6,4.4,96.4,96.4,96.4,96.4,95.6,95.6
130412010170001,3.5,3.5,4.4,5.3,5.3,4.4,96.5,94.7,96.5,94.7,95.6,95.6
130412040170001,0.0,0.0,4.4,3.3,3.3,4.4,100.0,96.7,100.0,96.7,95.6,95.6
130412050160001,0.0,0.0,4.4,3.3,3.3,4.4,100.0,96.7,100.0,96.7,95.6,95.6
130580010032001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130580020032001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130580070042001,0.7,0.7,4.4,0.7,0.7,4.4,99.3,99.3,99.3,99.3,95.6,95.6
130580100042003,0.7,0.7,4.4,0.0,0.0,4.4,99.3,100.0,99.3,100.0,95.6,95.6
130581000260002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130581000261001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130581000262001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130581110022004,0.0,0.8,4.4,0.0,0.8,4.4,100.0,100.0,99.2,99.2,95.6,95.6
130581110022005,1.0,0.8,4.4,1.0,0.8,4.4,99.0,99.0,99.2,99.2,95.6,95.6
130581330022001,0.6,0.6,4.4,0.0,0.0,4.4,99.4,100.0,99.4,100.0,95.6,95.6
130581350021001,1.5,1.4,4.4,1.5,1.5,4.4,98.5,98.5,98.6,98.5,95.6,95.6
130581350022003,,,,,,,,,98.6,98.5,95.6,95.6
130581350022006,0.0,1.4,4.4,0.0,1.5,4.4,100.0,100.0,98.6,98.5,95.6,95.6
130581350022007,2.2,1.4,4.4,3.0,1.5,4.4,97.8,97.0,98.6,98.5,95.6,95.6
130581350022008,0.0,1.4,4.4,0.0,1.5,4.4,100.0,100.0,98.6,98.5,95.6,95.6
130582000170001,5.7,5.7,4.4,10.1,10.1,4.4,94.3,89.9,94.3,89.9,95.6,95.6
130584010260001,2.6,1.5,4.4,2.7,1.5,4.4,97.4,97.3,98.5,98.5,95.6,95.6
130584010261001,1.5,1.5,4.4,1.5,1.5,4.4,98.5,98.5,98.5,98.5,95.6,95.6
130584010262002,1.1,1.5,4.4,1.1,1.5,4.4,98.9,98.9,98.5,98.5,95.6,95.6
130585010260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130585010261002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130585010262002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130586000160001,2.0,2.0,4.4,2.0,2.0,4.4,98.0,98.0,98.0,98.0,95.6,95.6
130587220260001,0.0,0.0,4.4,,0.7,4.4,100.0,,100.0,99.3,95.6,95.6
130587220262001,0.0,0.0,4.4,0.0,0.7,4.4,100.0,100.0,100.0,99.3,95.6,95.6
130950010042001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130950100260001,2.1,1.1,4.4,1.1,0.7,4.4,97.9,98.9,98.9,99.3,95.6,95.6
130950100262003,0.6,1.1,4.4,0.6,0.7,4.4,99.4,99.4,98.9,99.3,95.6,95.6
130950110042001,2.3,2.3,4.4,2.3,2.3,4.4,97.7,97.7,97.7,97.7,95.6,95.6
130950150042001,1.1,1.1,4.4,1.1,1.1,4.4,98.9,98.9,98.9,98.9,95.6,95.6
130950290032001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
130950490042002,2.5,2.5,4.4,3.1,3.1,4.4,97.5,96.9,97.5,96.9,95.6,95.6
130950990160001,1.0,1.0,4.4,2.4,2.4,4.4,99.0,97.6,99.0,97.6,95.6,95.6
150162990250001,10.0,10.3,4.4,10.9,10.2,4.4,90.0,89.1,89.7,89.8,95.6,95.6
150162990250003,13.6,10.3,4.4,12.9,10.2,4.4,86.4,87.1,89.7,89.8,95.6,95.6
150162990250006,4.9,10.3,4.4,2.1,10.2,4.4,95.1,97.9,89.7,89.8,95.6,95.6
150162990250008,,10.3,4.4,,10.2,4.4,,,89.7,89.8,95.6,95.6
150162990250011,31.8,10.3,4.4,29.9,10.2,4.4,68.2,70.1,89.7,89.8,95.6,95.6
150162990250012,26.7,10.3,4.4,23.3,10.2,4.4,73.3,76.7,89.7,89.8,95.6,95.6
150162990250013,66.8,10.3,4.4,65.7,10.2,4.4,33.2,34.3,89.7,89.8,95.6,95.6
150162990250014,0.4,10.3,4.4,0.4,10.2,4.4,99.6,99.6,89.7,89.8,95.6,95.6
150162990250015,12.0,10.3,4.4,19.8,10.2,4.4,88.0,80.2,89.7,89.8,95.6,95.6
150162990250016,25.0,10.3,4.4,28.6,10.2,4.4,75.0,71.4,89.7,89.8,95.6,95.6
150162990250017,17.3,10.3,4.4,18.8,10.2,4.4,82.7,81.3,89.7,89.8,95.6,95.6
150162990250019,21.3,10.3,4.4,34.3,10.2,4.4,78.7,65.7,89.7,89.8,95.6,95.6
150162990250020,4.7,10.3,4.4,6.9,10.2,4.4,95.3,93.1,89.7,89.8,95.6,95.6
150162990250021,32.7,10.3,4.4,44.5,10.2,4.4,67.3,55.5,89.7,89.8,95.6,95.6
150162990250022,78.7,10.3,4.4,84.5,10.2,4.4,21.3,15.5,89.7,89.8,95.6,95.6
150162990250023,11.8,10.3,4.4,12.1,10.2,4.4,88.2,87.9,89.7,89.8,95.6,95.6
150162990250024,24.4,10.3,4.4,20.6,10.2,4.4,75.6,79.4,89.7,89.8,95.6,95.6
150162990250025,39.5,10.3,4.4,39.1,10.2,4.4,60.5,60.9,89.7,89.8,95.6,95.6
150162990250026,11.8,10.3,4.4,16.0,10.2,4.4,88.2,84.0,89.7,89.8,95.6,95.6
150162990250027,77.7,10.3,4.4,79.3,10.2,4.4,22.3,20.7,89.7,89.8,95.6,95.6
150162990250029,26.1,10.3,4.4,36.2,10.2,4.4,73.9,63.8,89.7,89.8,95.6,95.6
150162990250030,32.1,10.3,4.4,45.6,10.2,4.4,67.9,54.4,89.7,89.8,95.6,95.6
150162990250031,9.5,10.3,4.4,13.2,10.2,4.4,90.5,86.8,89.7,89.8,95.6,95.6
150162990250034,26.6,10.3,4.4,29.8,10.2,4.4,73.4,70.2,89.7,89.8,95.6,95.6
150162990250035,77.6,10.3,4.4,77.2,10.2,4.4,22.4,22.8,89.7,89.8,95.6,95.6
150162990250036,32.8,10.3,4.4,43.3,10.2,4.4,67.2,56.7,89.7,89.8,95.6,95.6
150162990250037,3.0,10.3,4.4,7.9,10.2,4.4,97.0,92.1,89.7,89.8,95.6,95.6
150162990250039,17.9,10.3,4.4,15.5,10.2,4.4,82.1,84.5,89.7,89.8,95.6,95.6
15016299025003C,4.3,10.3,4.4,4.4,10.2,4.4,95.7,95.6,89.7,89.8,95.6,95.6
150162990250041,47.7,10.3,4.4,43.4,10.2,4.4,52.3,56.6,89.7,89.8,95.6,95.6
150162990250042,8.6,10.3,4.4,8.0,10.2,4.4,91.4,92.0,89.7,89.8,95.6,95.6
150162990250043,38.8,10.3,4.4,56.2,10.2,4.4,61.2,43.8,89.7,89.8,95.6,95.6
150162990250044,64.5,10.3,4.4,24.1,10.2,4.4,35.5,75.9,89.7,89.8,95.6,95.6
150162990250046,5.5,10.3,4.4,8.2,10.2,4.4,94.5,91.8,89.7,89.8,95.6,95.6
150162990250047,44.1,10.3,4.4,57.8,10.2,4.4,55.9,42.2,89.7,89.8,95.6,95.6
150162990250048,33.5,10.3,4.4,39.8,10.2,4.4,66.5,60.2,89.7,89.8,95.6,95.6
150162990250049,3.6,10.3,4.4,8.7,10.2,4.4,96.4,91.3,89.7,89.8,95.6,95.6
15016299025004C,9.1,10.3,4.4,1.5,10.2,4.4,90.9,98.5,89.7,89.8,95.6,95.6
150162990250052,3.6,10.3,4.4,3.2,10.2,4.4,96.4,96.8,89.7,89.8,95.6,95.6
150162990250053,9.2,10.3,4.4,8.9,10.2,4.4,90.8,91.1,89.7,89.8,95.6,95.6
15016299025005C,11.1,10.3,4.4,11.1,10.2,4.4,88.9,88.9,89.7,89.8,95.6,95.6
15016299025006C,7.2,10.3,4.4,6.9,10.2,4.4,92.8,93.1,89.7,89.8,95.6,95.6
15016299025007C,3.7,10.3,4.4,3.7,10.2,4.4,96.3,96.3,89.7,89.8,95.6,95.6
15016299025008C,3.7,10.3,4.4,4.6,10.2,4.4,96.3,95.4,89.7,89.8,95.6,95.6
15016299025009C,13.1,10.3,4.4,31.4,10.2,4.4,86.9,68.6,89.7,89.8,95.6,95.6
15016299025010C,4.8,10.3,4.4,4.9,10.2,4.4,95.2,95.1,89.7,89.8,95.6,95.6
15016299025011C,,,,,,,,,89.7,89.8,95.6,95.6
15016299025012C,7.7,10.3,4.4,6.5,10.2,4.4,92.3,93.5,89.7,89.8,95.6,95.6
15016299025013C,2.7,10.3,4.4,1.8,10.2,4.4,97.3,98.2,89.7,89.8,95.6,95.6
15016299025015C,7.5,10.3,4.4,4.8,10.2,4.4,92.5,95.2,89.7,89.8,95.6,95.6
15016299025016C,2.9,10.3,4.4,2.0,10.2,4.4,97.1,98.0,89.7,89.8,95.6,95.6
15016299025017C,,10.3,4.4,,10.2,4.4,,,89.7,89.8,95.6,95.6
15016299025019C,2.5,10.3,4.4,12.3,10.2,4.4,97.5,87.7,89.7,89.8,95.6,95.6
15016299025020C,,10.3,4.4,,10.2,4.4,,,89.7,89.8,95.6,95.6
15016299025022C,5.6,10.3,4.4,11.4,10.2,4.4,94.4,88.6,89.7,89.8,95.6,95.6
150162990250526,31.5,10.3,4.4,34.3,10.2,4.4,68.5,65.7,89.7,89.8,95.6,95.6
150162990250531,21.9,10.3,4.4,27.4,10.2,4.4,78.1,72.6,89.7,89.8,95.6,95.6
150162990250533,36.0,10.3,4.4,33.2,10.2,4.4,64.0,66.8,89.7,89.8,95.6,95.6
150162990250534,8.4,10.3,4.4,9.4,10.2,4.4,91.6,90.6,89.7,89.8,95.6,95.6
150162990250536,6.3,10.3,4.4,12.7,10.2,4.4,93.7,87.3,89.7,89.8,95.6,95.6
150162990250537,17.2,10.3,4.4,16.9,10.2,4.4,82.8,83.1,89.7,89.8,95.6,95.6
150162990250543,3.3,10.3,4.4,7.7,10.2,4.4,96.7,92.3,89.7,89.8,95.6,95.6
150162990250545,5.9,10.3,4.4,7.2,10.2,4.4,94.1,92.8,89.7,89.8,95.6,95.6
150162990250616,21.9,10.3,4.4,23.4,10.2,4.4,78.1,76.6,89.7,89.8,95.6,95.6
150162990250617,56.3,10.3,4.4,64.2,10.2,4.4,43.7,35.8,89.7,89.8,95.6,95.6
150162990250763,14.8,10.3,4.4,11.3,10.2,4.4,85.2,88.7,89.7,89.8,95.6,95.6
150162990250764,61.0,10.3,4.4,62.6,10.2,4.4,39.0,37.4,89.7,89.8,95.6,95.6
150162990250766,37.1,10.3,4.4,46.2,10.2,4.4,62.9,53.8,89.7,89.8,95.6,95.6
150162990250767,23.2,10.3,4.4,39.2,10.2,4.4,76.8,60.8,89.7,89.8,95.6,95.6
150162990250772,6.5,10.3,4.4,6.3,10.2,4.4,93.5,93.8,89.7,89.8,95.6,95.6
150162990250779,7.1,10.3,4.4,11.8,10.2,4.4,92.9,88.2,89.7,89.8,95.6,95.6
150162990250788,16.4,10.3,4.4,3.6,10.2,4.4,83.6,96.4,89.7,89.8,95.6,95.6
150162990250794,83.0,10.3,4.4,90.6,10.2,4.4,17.0,9.4,89.7,89.8,95.6,95.6
150162990250795,28.1,10.3,4.4,34.2,10.2,4.4,71.9,65.8,89.7,89.8,95.6,95.6
