schid,nttkreadsch,nttkreaddist,nttkreadstate,nttkmathsch,nttkmathdist,nttkmathstate,tkreadsch,tkmathsch,tkreaddist,tkmathdist,tkreadstate,tkmathstate
070161400022001,5.5,1.7,4.4,8.4,3.7,4.4,94.5,91.6,98.3,96.3,95.6,95.6
070161400022004,2.3,1.7,4.4,8.6,3.7,4.4,97.7,91.4,98.3,96.3,95.6,95.6
070161400022005,0.0,1.7,4.4,0.0,3.7,4.4,100.0,100.0,98.3,96.3,95.6,95.6
070161400022006,0.4,1.7,4.4,0.0,3.7,4.4,99.6,100.0,98.3,96.3,95.6,95.6
070161400022007,1.7,1.7,4.4,2.1,3.7,4.4,98.3,97.9,98.3,96.3,95.6,95.6
070161420021001,0.8,0.4,4.4,0.8,0.4,4.4,99.2,99.2,99.6,99.6,95.6,95.6
070161420022002,,,,,,,,,99.6,99.6,95.6,95.6
070161420022003,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
070161420022004,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
070161430022001,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
070161430022002,0.7,0.4,4.4,0.7,0.4,4.4,99.3,99.3,99.6,99.6,95.6,95.6
070161430022004,0.5,0.4,4.4,0.5,0.4,4.4,99.5,99.5,99.6,99.6,95.6,95.6
070161430022005,6.3,0.4,4.4,6.3,0.4,4.4,93.8,93.8,99.6,99.6,95.6,95.6
070161435021003,1.0,1.1,4.4,0.8,1.1,4.4,99.0,99.2,98.9,98.9,95.6,95.6
070161435022001,0.0,1.1,4.4,0.0,1.1,4.4,100.0,100.0,98.9,98.9,95.6,95.6
070161435022006,1.4,1.1,4.4,1.4,1.1,4.4,98.6,98.6,98.9,98.9,95.6,95.6
070161435022007,,,,,,,,,98.9,98.9,95.6,95.6
070161435022010,1.4,1.1,4.4,2.1,1.1,4.4,98.6,97.9,98.9,98.9,95.6,95.6
070161440021002,1.0,1.1,4.4,1.3,1.2,4.4,99.0,98.7,98.9,98.8,95.6,95.6
070161440022003,0.8,1.1,4.4,0.8,1.2,4.4,99.2,99.2,98.9,98.8,95.6,95.6
070161440022004,0.7,1.1,4.4,0.7,1.2,4.4,99.3,99.3,98.9,98.8,95.6,95.6
070161440022005,2.3,1.1,4.4,2.3,1.2,4.4,97.7,97.7,98.9,98.8,95.6,95.6
070161440022007,3.6,1.1,4.4,3.6,1.2,4.4,96.4,96.4,98.9,98.8,95.6,95.6
070161440022009,0.0,1.1,4.4,0.0,1.2,4.4,100.0,100.0,98.9,98.8,95.6,95.6
070161440022010,0.5,1.1,4.4,0.5,1.2,4.4,99.5,99.5,98.9,98.8,95.6,95.6
070161450021001,1.1,1.0,4.4,1.4,1.3,4.4,98.9,98.6,99.0,98.7,95.6,95.6
070161450022002,,,,,,,,,99.0,98.7,95.6,95.6
070161450022003,0.6,1.0,4.4,1.0,1.3,4.4,99.4,99.0,99.0,98.7,95.6,95.6
070161450022004,,,,,,,,,99.0,98.7,95.6,95.6
070161460041001,0.9,1.1,4.4,1.1,1.1,4.4,99.1,98.9,98.9,98.9,95.6,95.6
070161460042002,0.4,1.1,4.4,0.4,1.1,4.4,99.6,99.6,98.9,98.9,95.6,95.6
070161460042003,1.9,1.1,4.4,1.9,1.1,4.4,98.1,98.1,98.9,98.9,95.6,95.6
070161460042005,0.7,1.1,4.4,0.0,1.1,4.4,99.3,100.0,98.9,98.9,95.6,95.6
070161460042006,2.3,1.1,4.4,2.8,1.1,4.4,97.7,97.2,98.9,98.9,95.6,95.6
070161470021001,1.9,2.6,4.4,1.9,2.6,4.4,98.1,98.1,97.4,97.4,95.6,95.6
070161470022004,3.0,2.6,4.4,4.3,2.6,4.4,97.0,95.7,97.4,97.4,95.6,95.6
070161470022006,4.1,2.6,4.4,2.5,2.6,4.4,95.9,97.5,97.4,97.4,95.6,95.6
070161470022007,2.5,2.6,4.4,2.5,2.6,4.4,97.5,97.5,97.4,97.4,95.6,95.6
070161480021002,0.0,0.5,4.4,0.0,0.7,4.4,100.0,100.0,99.5,99.3,95.6,95.6
070161480021003,1.6,0.5,4.4,2.7,0.7,4.4,98.4,97.3,99.5,99.3,95.6,95.6
070161480021004,0.0,0.5,4.4,0.0,0.7,4.4,100.0,100.0,99.5,99.3,95.6,95.6
070161480022002,1.5,0.5,4.4,1.5,0.7,4.4,98.5,98.5,99.5,99.3,95.6,95.6
070161480022003,0.5,0.5,4.4,0.5,0.7,4.4,99.5,99.5,99.5,99.3,95.6,95.6
070161480022005,1.1,0.5,4.4,1.7,0.7,4.4,98.9,98.3,99.5,99.3,95.6,95.6
070161480022006,0.0,0.5,4.4,0.0,0.7,4.4,100.0,100.0,99.5,99.3,95.6,95.6
070161480022007,0.6,0.5,4.4,0.6,0.7,4.4,99.4,99.4,99.5,99.3,95.6,95.6
070161480022010,0.0,0.5,4.4,0.0,0.7,4.4,100.0,100.0,99.5,99.3,95.6,95.6
070161490021004,1.3,0.8,4.4,0.9,0.6,4.4,98.7,99.1,99.2,99.4,95.6,95.6
070161490021005,1.3,0.8,4.4,0.9,0.6,4.4,98.7,99.1,99.2,99.4,95.6,95.6
070161490021006,1.7,0.8,4.4,1.3,0.6,4.4,98.3,98.7,99.2,99.4,95.6,95.6
070161490022002,0.7,0.8,4.4,0.7,0.6,4.4,99.3,99.3,99.2,99.4,95.6,95.6
070161490022005,0.9,0.8,4.4,0.7,0.6,4.4,99.1,99.3,99.2,99.4,95.6,95.6
070161490022006,0.0,0.8,4.4,0.4,0.6,4.4,100.0,99.6,99.2,99.4,95.6,95.6
070161490022009,0.4,0.8,4.4,0.4,0.6,4.4,99.6,99.6,99.2,99.4,95.6,95.6
070161490022010,0.0,0.8,4.4,0.0,0.6,4.4,100.0,100.0,99.2,99.4,95.6,95.6
070161500021005,2.1,1.6,4.4,2.4,1.6,4.4,97.9,97.6,98.4,98.4,95.6,95.6
070161500022001,0.9,1.6,4.4,0.0,1.6,4.4,99.1,100.0,98.4,98.4,95.6,95.6
070161500022002,1.2,1.6,4.4,1.2,1.6,4.4,98.8,98.8,98.4,98.4,95.6,95.6
070161510021001,0.4,0.8,4.4,0.4,0.7,4.4,99.6,99.6,99.2,99.3,95.6,95.6
070161510022002,0.0,0.8,4.4,0.7,0.7,4.4,100.0,99.3,99.2,99.3,95.6,95.6
070161510022004,1.8,0.8,4.4,1.2,0.7,4.4,98.2,98.8,99.2,99.3,95.6,95.6
070161510022006,,,,,,,,,99.2,99.3,95.6,95.6
070161520021001,0.9,3.5,4.4,0.7,3.2,4.4,99.1,99.3,96.5,96.8,95.6,95.6
070161520022001,2.5,3.5,4.4,2.9,3.2,4.4,97.5,97.1,96.5,96.8,95.6,95.6
070161520022002,2.9,3.5,4.4,1.7,3.2,4.4,97.1,98.3,96.5,96.8,95.6,95.6
070161520022004,10.0,3.5,4.4,10.0,3.2,4.4,90.0,90.0,96.5,96.8,95.6,95.6
070161520022005,4.7,3.5,4.4,4.7,3.2,4.4,95.3,95.3,96.5,96.8,95.6,95.6
070161520022007,0.0,3.5,4.4,0.0,3.2,4.4,100.0,100.0,96.5,96.8,95.6,95.6
070161520022008,5.3,3.5,4.4,3.5,3.2,4.4,94.7,96.5,96.5,96.8,95.6,95.6
070161525021002,3.5,3.4,4.4,5.0,4.0,4.4,96.5,95.0,96.6,96.0,95.6,95.6
070161525022001,7.1,3.4,4.4,7.1,4.0,4.4,92.9,92.9,96.6,96.0,95.6,95.6
070161525022004,2.6,3.4,4.4,2.6,4.0,4.4,97.4,97.4,96.6,96.0,95.6,95.6
070161525022005,2.1,3.4,4.4,2.8,4.0,4.4,97.9,97.2,96.6,96.0,95.6,95.6
070161525022006,,,,,,,,,96.6,96.0,95.6,95.6
070161530021003,0.7,0.6,4.4,0.7,0.7,4.4,99.3,99.3,99.4,99.3,95.6,95.6
070161530022002,0.3,0.6,4.4,0.5,0.7,4.4,99.7,99.5,99.4,99.3,95.6,95.6
070161530022005,,,,,,,,,99.4,99.3,95.6,95.6
070161530022006,0.8,0.6,4.4,0.8,0.7,4.4,99.2,99.2,99.4,99.3,95.6,95.6
070161540022002,6.8,6.8,4.4,6.8,6.8,4.4,93.2,93.2,93.2,93.2,95.6,95.6
070161545022001,3.1,3.1,4.4,3.1,3.1,4.4,96.9,96.9,96.9,96.9,95.6,95.6
070161550021001,2.5,3.0,4.4,2.0,2.4,4.4,97.5,98.0,97.0,97.6,95.6,95.6
070161550022002,,3.0,4.4,,2.4,4.4,,,97.0,97.6,95.6,95.6
070161550022004,3.5,3.0,4.4,2.9,2.4,4.4,96.5,97.1,97.0,97.6,95.6,95.6
070161560022001,0.3,0.3,4.4,0.8,0.8,4.4,99.7,99.2,99.7,99.2,95.6,95.6
070161570021001,1.7,2.0,4.4,2.0,1.7,4.4,98.3,98.0,98.0,98.3,95.6,95.6
070161570022001,2.3,2.0,4.4,1.3,1.7,4.4,97.7,98.7,98.0,98.3,95.6,95.6
070161580021004,4.0,4.8,4.4,4.3,4.8,4.4,96.0,95.7,95.2,95.2,95.6,95.6
070161580022001,5.7,4.8,4.4,5.5,4.8,4.4,94.3,94.5,95.2,95.2,95.6,95.6
070161580022005,5.6,4.8,4.4,5.6,4.8,4.4,94.4,94.4,95.2,95.2,95.6,95.6
070161580022006,4.9,4.8,4.4,4.4,4.8,4.4,95.1,95.6,95.2,95.2,95.6,95.6
070161590021001,0.4,0.3,4.4,0.4,0.3,4.4,99.6,99.6,99.7,99.7,95.6,95.6
070161590022002,0.0,0.3,4.4,0.0,0.3,4.4,100.0,100.0,99.7,99.7,95.6,95.6
070161590022004,0.0,0.3,4.4,0.0,0.3,4.4,100.0,100.0,99.7,99.7,95.6,95.6
070161590022005,0.0,0.3,4.4,0.0,0.3,4.4,100.0,100.0,99.7,99.7,95.6,95.6
070161590022006,0.5,0.3,4.4,0.5,0.3,4.4,99.5,99.5,99.7,99.7,95.6,95.6
070161600021001,1.1,1.4,4.4,0.0,1.0,4.4,98.9,100.0,98.6,99.0,95.6,95.6
070161600022003,1.6,1.4,4.4,1.6,1.0,4.4,98.4,98.4,98.6,99.0,95.6,95.6
070161600022004,1.4,1.4,4.4,1.7,1.0,4.4,98.6,98.3,98.6,99.0,95.6,95.6
070161610021003,2.1,1.4,4.4,2.3,1.5,4.4,97.9,97.7,98.6,98.5,95.6,95.6
070161610022001,0.5,1.4,4.4,0.5,1.5,4.4,99.5,99.5,98.6,98.5,95.6,95.6
070161610022002,0.7,1.4,4.4,0.7,1.5,4.4,99.3,99.3,98.6,98.5,95.6,95.6
070161610022006,1.1,1.4,4.4,1.1,1.5,4.4,98.9,98.9,98.6,98.5,95.6,95.6
070161610022007,0.0,1.4,4.4,0.0,1.5,4.4,100.0,100.0,98.6,98.5,95.6,95.6
070161620021004,2.6,1.2,4.4,2.5,1.1,4.4,97.4,97.5,98.8,98.9,95.6,95.6
070161620022001,0.0,1.2,4.4,0.0,1.1,4.4,100.0,100.0,98.8,98.9,95.6,95.6
070161620022003,1.0,1.2,4.4,0.5,1.1,4.4,99.0,99.5,98.8,98.9,95.6,95.6
070161620022005,1.5,1.2,4.4,1.5,1.1,4.4,98.5,98.5,98.8,98.9,95.6,95.6
070161620022008,0.0,1.2,4.4,0.3,1.1,4.4,100.0,99.7,98.8,98.9,95.6,95.6
070161620022009,0.3,1.2,4.4,0.3,1.1,4.4,99.7,99.7,98.8,98.9,95.6,95.6
070161620022010,,,,,,,,,98.8,98.9,95.6,95.6
070161630021010,4.7,4.3,4.4,4.3,4.3,4.4,95.3,95.7,95.7,95.7,95.6,95.6
070161630022002,2.7,4.3,4.4,3.1,4.3,4.4,97.3,96.9,95.7,95.7,95.6,95.6
070161630022003,0.0,4.3,4.4,2.3,4.3,4.4,100.0,97.7,95.7,95.7,95.6,95.6
070161630022007,8.8,4.3,4.4,8.8,4.3,4.4,91.2,91.2,95.7,95.7,95.6,95.6
070161630022008,7.4,4.3,4.4,7.4,4.3,4.4,92.6,92.6,95.7,95.7,95.6,95.6
070161670021002,0.7,1.0,4.4,0.7,0.9,4.4,99.3,99.3,99.0,99.1,95.6,95.6
070161670022001,1.5,1.0,4.4,1.1,0.9,4.4,98.5,98.9,99.0,99.1,95.6,95.6
070161670022003,0.9,1.0,4.4,0.9,0.9,4.4,99.1,99.1,99.0,99.1,95.6,95.6
070161670022004,0.7,1.0,4.4,0.7,0.9,4.4,99.3,99.3,99.0,99.1,95.6,95.6
070161680041003,2.3,1.4,4.4,3.1,2.0,4.4,97.7,96.9,98.6,98.0,95.6,95.6
070161680042001,0.5,1.4,4.4,0.7,2.0,4.4,99.5,99.3,98.6,98.0,95.6,95.6
070161680042002,,,,,,,,,98.6,98.0,95.6,95.6
070161690021001,1.7,1.5,4.4,2.3,2.3,4.4,98.3,97.7,98.5,97.7,95.6,95.6
070161690022002,1.1,1.5,4.4,2.2,2.3,4.4,98.9,97.8,98.5,97.7,95.6,95.6
070161700022001,2.2,3.0,4.4,2.2,2.6,4.4,97.8,97.8,97.0,97.4,95.6,95.6
070161700022002,6.8,3.0,4.4,6.3,2.6,4.4,93.2,93.8,97.0,97.4,95.6,95.6
070161700022005,3.1,3.0,4.4,0.5,2.6,4.4,96.9,99.5,97.0,97.4,95.6,95.6
070161700022007,3.0,3.0,4.4,2.2,2.6,4.4,97.0,97.8,97.0,97.4,95.6,95.6
070161700022008,1.7,3.0,4.4,2.8,2.6,4.4,98.3,97.2,97.0,97.4,95.6,95.6
070161700022009,1.4,3.0,4.4,1.4,2.6,4.4,98.6,98.6,97.0,97.4,95.6,95.6
070161700022011,1.3,3.0,4.4,0.6,2.6,4.4,98.7,99.4,97.0,97.4,95.6,95.6
070161700022012,3.5,3.0,4.4,3.5,2.6,4.4,96.5,96.5,97.0,97.4,95.6,95.6
070161700022013,0.0,3.0,4.4,0.0,2.6,4.4,100.0,100.0,97.0,97.4,95.6,95.6
070161710021001,2.1,2.3,4.4,1.9,2.0,4.4,97.9,98.1,97.7,98.0,95.6,95.6
070161710022001,2.7,2.3,4.4,2.2,2.0,4.4,97.3,97.8,97.7,98.0,95.6,95.6
070161720022001,1.6,1.6,4.4,1.6,1.6,4.4,98.4,98.4,98.4,98.4,95.6,95.6
070161940021001,1.1,0.7,4.4,0.6,0.5,4.4,98.9,99.4,99.3,99.5,95.6,95.6
070161940022002,0.0,0.7,4.4,1.0,0.5,4.4,100.0,99.0,99.3,99.5,95.6,95.6
070161940022004,0.0,0.7,4.4,0.0,0.5,4.4,100.0,100.0,99.3,99.5,95.6,95.6
070161940022005,0.0,0.7,4.4,0.0,0.5,4.4,100.0,100.0,99.3,99.5,95.6,95.6
070162050170001,2.2,6.4,4.4,3.8,5.6,4.4,97.8,96.2,93.6,94.4,95.6,95.6
070162050170002,9.5,6.4,4.4,9.1,5.6,4.4,90.5,90.9,93.6,94.4,95.6,95.6
070162050170003,9.1,6.4,4.4,5.4,5.6,4.4,90.9,94.6,93.6,94.4,95.6,95.6
070162060170001,62.1,36.6,4.4,58.7,36.3,4.4,37.9,41.3,63.4,63.7,95.6,95.6
070162060170002,10.7,36.6,4.4,11.3,36.3,4.4,89.3,88.7,63.4,63.7,95.6,95.6
070162100170001,1.2,1.2,4.4,1.7,1.7,4.4,98.8,98.3,98.8,98.3,95.6,95.6
070162150170001,1.6,2.0,4.4,2.1,2.5,4.4,98.4,97.9,98.0,97.5,95.6,95.6
070162150170002,2.4,2.0,4.4,2.9,2.5,4.4,97.6,97.1,98.0,97.5,95.6,95.6
070162170160001,41.6,41.6,4.4,57.7,57.7,4.4,58.4,42.3,58.4,42.3,95.6,95.6
070162180160001,22.2,16.4,4.4,27.8,22.6,4.4,77.8,72.2,83.6,77.4,95.6,95.6
070162180160004,11.0,16.4,4.4,15.5,22.6,4.4,89.0,84.5,83.6,77.4,95.6,95.6
070162180160007,15.6,16.4,4.4,24.0,22.6,4.4,84.4,76.0,83.6,77.4,95.6,95.6
070162200170001,2.3,2.3,4.4,4.1,4.1,4.4,97.7,95.9,97.7,95.9,95.6,95.6
070162270170001,2.9,3.2,4.4,5.7,5.9,4.4,97.1,94.3,96.8,94.1,95.6,95.6
070162270170002,4.1,3.2,4.4,9.3,5.9,4.4,95.9,90.7,96.8,94.1,95.6,95.6
070162270170003,2.4,3.2,4.4,2.6,5.9,4.4,97.6,97.4,96.8,94.1,95.6,95.6
070162280160001,10.0,5.5,4.4,9.9,6.4,4.4,90.0,90.1,94.5,93.6,95.6,95.6
070162280160002,5.3,5.5,4.4,4.8,6.4,4.4,94.7,95.2,94.5,93.6,95.6,95.6
070162280160003,3.1,5.5,4.4,7.5,6.4,4.4,96.9,92.5,94.5,93.6,95.6,95.6
070162280160004,2.8,5.5,4.4,2.1,6.4,4.4,97.2,97.9,94.5,93.6,95.6,95.6
070162290160001,6.8,6.8,4.4,4.8,4.8,4.4,93.2,95.2,93.2,95.2,95.6,95.6
070162300130001,6.4,5.4,4.4,7.2,6.3,4.4,93.6,92.8,94.6,93.7,95.6,95.6
070162300130002,4.9,5.4,4.4,6.4,6.3,4.4,95.1,93.6,94.6,93.7,95.6,95.6
070162300130003,4.3,5.4,4.4,4.5,6.3,4.4,95.7,95.5,94.6,93.7,95.6,95.6
070162310160001,2.7,2.7,4.4,4.1,4.1,4.4,97.3,95.9,97.3,95.9,95.6,95.6
070162330160001,27.5,27.5,4.4,27.7,27.7,4.4,72.5,72.3,72.5,72.3,95.6,95.6
07016901025001C,1.8,1.8,4.4,0.8,0.8,4.4,98.2,99.2,98.2,99.2,95.6,95.6
080083080260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
080083080262003,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
080083140260001,4.3,0.9,4.4,1.6,0.5,4.4,95.7,98.4,99.1,99.5,95.6,95.6
080083140261001,0.3,0.9,4.4,0.3,0.5,4.4,99.7,99.7,99.1,99.5,95.6,95.6
080083140262002,0.6,0.9,4.4,0.6,0.5,4.4,99.4,99.4,99.1,99.5,95.6,95.6
080083990260002,0.0,1.5,4.4,2.0,2.2,4.4,100.0,98.0,98.5,97.8,95.6,95.6
080083990261001,0.8,1.5,4.4,1.6,2.2,4.4,99.2,98.4,98.5,97.8,95.6,95.6
080083990262001,0.0,1.5,4.4,0.0,2.2,4.4,100.0,100.0,98.5,97.8,95.6,95.6
080083990262002,10.0,1.5,4.4,10.0,2.2,4.4,90.0,90.0,98.5,97.8,95.6,95.6
080431190220003,6.5,2.2,4.4,0.0,1.4,4.4,93.5,100.0,97.8,98.6,95.6,95.6
080431190221001,2.2,2.2,4.4,2.2,1.4,4.4,97.8,97.8,97.8,98.6,95.6,95.6
080431190222002,1.5,2.2,4.4,1.5,1.4,4.4,98.5,98.5,97.8,98.6,95.6,95.6
080431200220002,2.0,1.2,4.4,0.0,1.0,4.4,98.0,100.0,98.8,99.0,95.6,95.6
080431200221001,0.8,1.2,4.4,0.8,1.0,4.4,99.2,99.2,98.8,99.0,95.6,95.6
080431200222002,1.8,1.2,4.4,1.8,1.0,4.4,98.2,98.2,98.8,99.0,95.6,95.6
080432050260001,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
080432050262002,0.0,0.0,4.4,0.0,0.0,4.4,100.0,100.0,100.0,100.0,95.6,95.6
080432060260003,2.4,1.4,4.4,0.0,1.1,4.4,97.6,100.0,98.6,98.9,95.6,95.6
080432060261001,1.2,1.4,4.4,1.2,1.1,4.4,98.8,98.8,98.6,98.9,95.6,95.6
080432060262002,1.3,1.4,4.4,1.3,1.1,4.4,98.7,98.7,98.6,98.9,95.6,95.6
080432100260002,2.5,1.5,4.4,0.0,1.1,4.4,97.5,100.0,98.5,98.9,95.6,95.6
080432100261001,0.9,1.5,4.4,0.9,1.1,4.4,99.1,99.1,98.5,98.9,95.6,95.6
080432100262003,1.6,1.5,4.4,1.6,1.1,4.4,98.4,98.4,98.5,98.9,95.6,95.6
080432110260002,0.0,0.9,4.4,0.0,0.9,4.4,100.0,100.0,99.1,99.1,95.6,95.6
080432110261001,0.0,0.9,4.4,0.0,0.9,4.4,100.0,100.0,99.1,99.1,95.6,95.6
080432110262001,2.0,0.9,4.4,2.0,0.9,4.4,98.0,98.0,99.1,99.1,95.6,95.6
080891450220001,30.6,6.3,4.4,21.4,5.9,4.4,69.4,78.6,93.7,94.1,95.6,95.6
080891450221002,5.3,6.3,4.4,5.1,5.9,4.4,94.7,94.9,93.7,94.1,95.6,95.6
080891450222003,0.9,6.3,4.4,3.5,5.9,4.4,99.1,96.5,93.7,94.1,95.6,95.6
080891450222004,0.0,6.3,4.4,0.0,5.9,4.4,100.0,100.0,93.7,94.1,95.6,95.6
080891450222005,1.4,6.3,4.4,2.7,5.9,4.4,98.6,97.3,93.7,94.1,95.6,95.6
080891450222006,1.0,6.3,4.4,2.0,5.9,4.4,99.0,98.0,93.7,94.1,95.6,95.6
080891450222012,5.0,6.3,4.4,1.3,5.9,4.4,95.0,98.8,93.7,94.1,95.6,95.6
080891450222015,2.5,6.3,4.4,3.9,5.9,4.4,97.5,96.1,93.7,94.1,95.6,95.6
080891450222017,1.8,6.3,4.4,1.8,5.9,4.4,98.2,98.2,93.7,94.1,95.6,95.6
080892000260001,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
080892000261001,1.3,0.4,4.4,1.3,0.4,4.4,98.7,98.7,99.6,99.6,95.6,95.6
080892000262001,0.0,0.4,4.4,0.0,0.4,4.4,100.0,100.0,99.6,99.6,95.6,95.6
080892010260001,2.5,2.3,4.4,1.5,1.8,4.4,97.5,98.5,97.7,98.2,95.6,95.6
080892010262003,2.1,2.3,4.4,2.1,1.8,4.4,97.9,97.9,97.7,98.2,95.6,95.6
080892020260001,0.0,0.7,4.4,2.0,1.0,4.4,100.0,98.0,99.3,99.0,95.6,95.6
080892020261002,0.6,0.7,4.4,0.6,1.0,4.4,99.4,99.4,99.3,99.0,95.6,95.6
080892020262003,1.1,0.7,4.4,1.1,1.0,4.4,98.9,98.9,99.3,99.0,95.6,95.6
080892030260001,11.4,2.0,4.4,0.0,0.5,4.4,88.6,100.0,98.0,99.5,95.6,95.6
080892030261001,0.0,2.0,4.4,1.7,0.5,4.4,100.0,98.3,98.0,99.5,95.6,95.6
080892030262003,0.0,2.0,4.4,0.0,0.5,4.4,100.0,100.0,98.0,99.5,95.6,95.6
090100010260001,2.7,1.8,4.4,2.2,1.5,4.4,97.3,97.8,98.2,98.5,95.6,95.6
090100010262002,1.1,1.8,4.4,1.1,1.5,4.4,98.9,98.9,98.2,98.5,95.6,95.6
090100030260001,1.4,1.8,4.4,3.1,1.9,4.4,98.6,96.9,98.2,98.1,95.6,95.6
090100030261002,1.6,1.8,4.4,1.6,1.9,4.4,98.4,98.4,98.2,98.1,95.6,95.6
090100030262003,2.2,1.8,4.4,1.9,1.9,4.4,97.8,98.1,98.2,98.1,95.6,95.6
090100030262004,,,,,,,,,98.2,98.1,95.6,95.6
090100030262005,,,,,,,,,98.2,98.1,95.6,95.6
090100040260001,15.5,3.8,4.4,12.2,3.7,4.4,84.5,87.8,96.2,96.3,95.6,95.6
090100040260002,7.3,3.8,4.4,7.6,3.7,4.4,92.7,92.4,96.2,96.3,95.6,95.6
090100040261003,5.4,3.8,4.4,8.1,3.7,4.4,94.6,91.9,96.2,96.3,95.6,95.6
090100040261005,3.5,3.8,4.4,2.7,3.7,4.4,96.5,97.3,96.2,96.3,95.6,95.6
090100040261007,2.6,3.8,4.4,2.6,3.7,4.4,97.4,97.4,96.2,96.3,95.6,95.6
090100040262007,3.3,3.8,4.4,2.8,3.7,4.4,96.7,97.2,96.2,96.3,95.6,95.6
090100040262008,1.0,3.8,4.4,2.0,3.7,4.4,99.0,98.0,96.2,96.3,95.6,95.6
090100040262010,0.9,3.8,4.4,0.9,3.7,4.4,99.1,99.1,96.2,96.3,95.6,95.6
090100040262011,1.1,3.8,4.4,0.7,3.7,4.4,98.9,99.3,96.2,96.3,95.6,95.6
090100040262013,1.3,3.8,4.4,1.3,3.7,4.4,98.7,98.7,96.2,96.3,95.6,95.6
090100040262017,2.4,3.8,4.4,2.9,3.7,4.4,97.6,97.1,96.2,96.3,95.6,95.6
090100040262020,1.1,3.8,4.4,1.1,3.7,4.4,98.9,98.9,96.2,96.3,95.6,95.6
090100040262021,0.0,3.8,4.4,0.0,3.7,4.4,100.0,100.0,96.2,96.3,95.6,95.6
090100040262024,0.7,3.8,4.4,0.7,3.7,4.4,99.3,99.3,96.2,96.3,95.6,95.6
090100040262026,1.6,3.8,4.4,1.5,3.7,4.4,98.4,98.5,96.2,96.3,95.6,95.6
090100040262027,0.9,3.8,4.4,1.3,3.7,4.4,99.1,98.7,96.2,96.3,95.6,95.6
090100040262028,,,,,,,,,96.2,96.3,95.6,95.6
090100070260007,0.0,0.1,4.4,1.7,0.5,4.4,100.0,98.3,99.9,99.5,95.6,95.6
090100070261005,0.0,0.1,4.4,0.5,0.5,4.4,100.0,99.5,99.9,99.5,95.6,95.6
090100070262006,0.0,0.1,4.4,0.0,0.5,4.4,100.0,100.0,99.9,99.5,95.6,95.6
090100070262007,0.7,0.1,4.4,0.7,0.5,4.4,99.3,99.3,99.9,99.5,95.6,95.6
090100080260001,0.0,2.7,4.4,0.0,0.0,4.4,100.0,100.0,97.3,100.0,95.6,95.6
090100080262001,3.1,2.7,4.4,0.0,0.0,4.4,96.9,100.0,97.3,100.0,95.6,95.6
090101160220001,6.2,2.8,4.4,7.7,3.4,4.4,93.8,92.3,97.2,96.6,95.6,95.6
090101160221002,3.7,2.8,4.4,3.3,3.4,4.4,96.3,96.7,97.2,96.6,95.6,95.6
090101160222004,0.0,2.8,4.4,7.8,3.4,4.4,100.0,92.2,97.2,96.6,95.6,95.6
090101160222005,0.0,2.8,4.4,0.5,3.4,4.4,100.0,99.5,97.2,96.6,95.6,95.6
090101160222007,2.3,2.8,4.4,3.5,3.4,4.4,97.7,96.5,97.2,96.6,95.6,95.6
090101160222008,0.7,2.8,4.4,1.5,3.4,4.4,99.3,98.5,97.2,96.6,95.6,95.6
090101160222012,1.2,2.8,4.4,1.2,3.4,4.4,98.8,98.8,97.2,96.6,95.6,95.6
090101160222013,0.0,2.8,4.4,0.7,3.4,4.4,100.0,99.3,97.2,96.6,95.6,95.6
090101300042001,0.0,0.0,4.4,1.1,1.1,4.4,100.0,98.9,100.0,98.9,95.6,95.6
090101370021003,0.7,1.2,4.4,4.6,3.0,4.4,99.3,95.4,98.8,97.0,95.6,95.6
090101370022001,0.8,1.2,4.4,0.8,3.0,4.4,99.2,99.2,98.8,97.0,95.6,95.6
090101370022002,,,,,,,,,98.8,97.0,95.6,95.6
090101370022006,2.4,1.2,4.4,2.3,3.0,4.4,97.6,97.7,98.8,97.0,95.6,95.6
090101370022007,,,,,,,,,98.8,97.0,95.6,95.6
090101420042001,4.3,4.3,4.4,4.3,4.3,4.4,95.7,95.7,95.7,95.7,95.6,95.6
090101690041001,0.3,0.2,4.4,0.3,0.2,4.4,99.7,99.7,99.8,99.8,95.6,95.6
090101690042001,0.0,0.2,4.4,0.0,0.2,4.4,100.0,100.0,99.8,99.8,95.6,95.6
090101880042001,3.5,3.5,4.4,2.1,2.1,4.4,96.5,97.9,96.5,97.9,95.6,95.6
090101930170001,15.0,15.0,4.4,15.1,15.1,4.4,85.0,84.9,85.0,84.9,95.6,95.6
090101970041001,0.0,0.6,4.4,0.0,0.6,4.4,100.0,100.0,99.4,99.4,95.6,95.6
