schid,demschoolwhite,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state,percmin2015
090100030262003,92.5,691,"3,045",25.2,,23.7,20.5,7.5
090100030262004,88.6,431,"3,045",26.5,,23.7,20.5,11.400000000000006
090100030262005,88.9,288,"3,045",34.7,,23.7,20.5,11.099999999999994
090100040260001,44.5,"1,494","9,948",55.0,20.1,20.2,20.5,55.5
090100040260002,47.6,"1,259","9,948",48.2,20.5,20.2,20.5,52.4
090100040261003,44.0,716,"9,948",60.6,,20.2,20.5,56.0
090100040261005,40.5,721,"9,948",64.4,,20.2,20.5,59.5
090100040261007,27.5,676,"9,948",63.0,,20.2,20.5,72.5
090100040262007,46.7,469,"9,948",49.9,,20.2,20.5,53.3
090100040262008,46.8,472,"9,948",47.7,,20.2,20.5,53.2
090100040262010,26.2,416,"9,948",69.0,,20.2,20.5,73.8
090100040262011,13.0,548,"9,948",68.1,,20.2,20.5,87.0
090100040262013,45.4,357,"9,948",65.3,,20.2,20.5,54.6
090100040262017,51.0,410,"9,948",51.0,,20.2,20.5,49.0
090100040262020,25.2,365,"9,948",57.0,,20.2,20.5,74.8
090100040262021,45.3,424,"9,948",53.3,,20.2,20.5,54.7
090100040262024,59.9,294,"9,948",42.2,,20.2,20.5,40.1
090100040262026,15.3,470,"9,948",76.0,,20.2,20.5,84.7
090100040262027,36.2,473,"9,948",49.3,,20.2,20.5,63.8
090100040262028,17.3,98,"9,948",76.5,,20.2,20.5,82.7
090100070260007,95.1,507,"1,702",25.4,21.3,21.3,20.5,4.900000000000006
090100070261005,91.3,415,"1,702",40.5,,21.3,20.5,8.700000000000003
090100070262006,91.7,471,"1,702",39.5,,21.3,20.5,8.299999999999997
090100070262007,93.9,309,"1,702",37.5,,21.3,20.5,6.099999999999994
090100080260001,95.9,148,467,32.4,19.5,19.5,20.5,4.099999999999994
090100080262001,91.8,319,467,45.1,,19.5,20.5,8.200000000000003
090101160220001,42.5,"1,098","4,418",64.8,19.9,19.9,20.5,57.5
090101160221002,37.6,956,"4,418",71.0,,19.9,20.5,62.4
090101160222004,10.2,324,"4,418",91.0,,19.9,20.5,89.8
090101160222005,47.9,401,"4,418",56.1,,19.9,20.5,52.1
090101160222007,19.0,415,"4,418",89.6,,19.9,20.5,81.0
090101160222008,49.2,297,"4,418",67.0,,19.9,20.5,50.8
090101160222012,55.1,332,"4,418",63.6,,19.9,20.5,44.9
090101160222013,35.2,284,"4,418",75.7,,19.9,20.5,64.8
090101300042001,72.7,165,165,72.7,,,20.5,27.299999999999997
090101370021003,35.7,479,"1,664",99.8,,,20.5,64.3
090101370022001,46.9,322,"1,664",99.4,,,20.5,53.1
090101370022002,45.7,243,"1,664",99.6,,,20.5,54.3
090101370022006,34.1,267,"1,664",98.9,,,20.5,65.9
090101370022007,27.5,353,"1,664",99.7,,,20.5,72.5
090101420042001,69.2,78,78,98.7,,,20.5,30.799999999999997
090101690041001,93.5,383,894,15.9,,,20.5,6.5
090101690042001,91.8,511,894,19.0,,,20.5,8.200000000000003
090101880042001,97.5,198,198,28.8,,,20.5,2.5
090101930170001,50.3,740,740,64.6,18.4,18.4,20.5,49.7
090101970041001,96.2,53,241,13.2,,,20.5,3.799999999999997
090101970042001,94.8,58,241,15.5,,,20.5,5.200000000000003
090101970042002,94.6,130,241,21.5,,,20.5,5.400000000000006
090103050160001,95.5,462,462,9.1,21.3,21.3,20.5,4.5
090270050260001,95.5,312,"1,041",37.5,20.0,20.0,20.5,4.5
090270050261003,94.3,261,"1,041",40.2,,20.0,20.5,5.700000000000003
090270050262004,92.7,468,"1,041",44.9,,20.0,20.5,7.299999999999997
090270100260001,92.3,442,"1,388",37.6,20.3,20.3,20.5,7.700000000000003
090270100261002,93.6,346,"1,388",49.7,,20.3,20.5,6.400000000000006
090270100262004,89.1,294,"1,388",57.1,,20.3,20.5,10.900000000000006
090270100262005,90.8,306,"1,388",55.6,,20.3,20.5,9.200000000000003
11012002C260001,95.1,432,"1,404",38.7,20.3,20.3,20.5,4.900000000000006
11012002C261002,95.2,209,"1,404",42.1,,20.3,20.5,4.799999999999997
11012002C262003,95.3,379,"1,404",43.8,,20.3,20.5,4.700000000000003
11012002C262005,93.9,311,"1,404",52.1,,20.3,20.5,6.099999999999994
11012003C260001,98.2,163,401,56.4,19.4,19.4,20.5,1.7999999999999972
11012003C262005,97.5,238,401,58.0,,19.4,20.5,2.5
11012004C260001,95.5,441,949,52.8,19.1,19.1,20.5,4.5
11012004C262003,96.5,508,949,98.4,,19.1,20.5,3.5
110150010260001,91.9,828,"2,818",42.4,21.0,21.0,20.5,8.099999999999994
110150010261002,90.8,412,"2,818",45.9,,21.0,20.5,9.200000000000003
110150010262003,85.9,568,"2,818",56.2,,21.0,20.5,14.099999999999994
110150010262004,90.0,699,"2,818",51.9,,21.0,20.5,10.0
110150010262006,83.3,215,"2,818",62.3,,21.0,20.5,16.700000000000003
110150010262007,94.8,96,"2,818",55.2,,21.0,20.5,5.200000000000003
110150020260001,89.2,"1,063","3,421",51.6,19.9,19.9,20.5,10.799999999999997
110150020261003,88.8,766,"3,421",61.0,,19.9,20.5,11.200000000000003
110150020262015,83.8,751,"3,421",66.0,,19.9,20.5,16.200000000000003
110150020262016,92.4,792,"3,421",64.8,,19.9,20.5,7.599999999999994
110150050260002,96.6,87,290,52.9,20.5,20.5,20.5,3.4000000000000057
110150050262001,93.6,203,290,50.2,,20.5,20.5,6.400000000000006
110180030260001,95.9,220,683,35.0,20.7,20.7,20.5,4.099999999999994
110180030262002,96.8,219,683,38.4,,20.7,20.5,3.200000000000003
110180030262005,97.1,244,683,50.8,,20.7,20.5,2.9000000000000057
110180770260001,98.3,292,"1,027",44.9,18.6,18.6,20.5,1.7000000000000028
110180770261001,97.0,301,"1,027",50.2,,18.6,20.5,3.0
110180770262003,97.9,434,"1,027",43.3,,18.6,20.5,2.0999999999999943
110213010260001,93.8,306,"1,007",28.4,19.9,19.9,20.5,6.200000000000003
110213010261004,94.2,309,"1,007",38.5,,19.9,20.5,5.799999999999997
110213010262002,91.8,392,"1,007",48.0,,19.9,20.5,8.200000000000003
110213020260001,93.9,196,683,38.8,20.8,20.8,20.5,6.099999999999994
110213020261001,98.2,109,683,42.2,,20.8,20.5,1.7999999999999972
110213020262001,93.9,378,683,47.4,,20.8,20.5,6.099999999999994
110213050260001,94.4,269,"1,230",33.8,21.9,21.9,20.5,5.599999999999994
110213050262003,94.1,442,"1,230",42.8,,21.9,20.5,5.900000000000006
110213050262004,94.7,226,"1,230",58.8,,21.9,20.5,5.299999999999997
110213050262005,96.6,293,"1,230",56.7,,21.9,20.5,3.4000000000000057
110213060260001,51.5,332,757,49.1,17.9,17.9,20.5,48.5
110213060262002,52.7,425,757,48.5,,17.9,20.5,47.3
110230010260001,94.6,186,407,54.8,19.1,19.1,20.5,5.400000000000006
110230010262002,93.2,221,407,62.0,,19.1,20.5,6.799999999999997
110230030260001,95.6,113,222,48.7,20.3,20.3,20.5,4.400000000000006
110230030262002,99.1,109,222,55.0,,20.3,20.5,0.9000000000000057
110230040260002,95.0,222,692,18.5,21.9,21.9,20.5,5.0
110230040261001,97.9,144,692,36.8,,21.9,20.5,2.0999999999999943
110230040262001,94.5,326,692,42.3,,21.9,20.5,5.5
110230060260001,98.2,111,351,44.1,19.6,19.6,20.5,1.7999999999999972
110230060261001,97.3,75,351,38.7,,19.6,20.5,2.700000000000003
110230060262003,97.6,165,351,52.7,,19.6,20.5,2.4000000000000057
110230950250002,97.7,386,"1,383",45.1,18.2,18.2,20.5,2.299999999999997
110230950251001,95.0,282,"1,383",63.5,,18.2,20.5,5.0
110230950252003,95.0,340,"1,383",63.8,,18.2,20.5,5.0
110230950252006,94.8,287,"1,383",73.2,,18.2,20.5,5.200000000000003
110703000260004,94.3,350,"1,141",42.0,20.2,20.2,20.5,5.700000000000003
110703000261001,93.6,249,"1,141",48.6,,20.2,20.5,6.400000000000006
110703000262001,94.1,542,"1,141",54.2,,20.2,20.5,5.900000000000006
110703020260001,98.3,176,545,42.6,19.2,19.2,20.5,1.7000000000000028
110703020261001,95.0,160,545,48.8,,19.2,20.5,5.0
110703020262001,95.2,209,545,42.1,,19.2,20.5,4.799999999999997
110870010260002,97.3,148,376,48.0,21.4,21.4,20.5,2.700000000000003
110870010262002,95.6,228,376,57.5,,21.4,20.5,4.400000000000006
11087003A260001,99.1,221,431,63.3,17.7,17.7,20.5,0.9000000000000057
11087003A262001,98.9,180,431,72.8,,17.7,20.5,1.0999999999999943
110870040260001,98.5,391,"1,233",38.9,20.5,20.5,20.5,1.5
110870040262002,96.3,438,"1,233",56.4,,20.5,20.5,3.700000000000003
110870040262003,96.2,319,"1,233",58.0,,20.5,20.5,3.799999999999997
110870040262006,96.5,85,"1,233",45.9,,20.5,20.5,3.5
11087005A260001,97.3,111,338,34.2,20.0,20.0,20.5,2.700000000000003
11087005A262003,98.2,227,338,38.3,,20.0,20.5,1.7999999999999972
110870210260001,94.1,269,807,34.9,20.0,20.0,20.5,5.900000000000006
110870210261001,90.2,194,807,52.6,,20.0,20.5,9.799999999999997
110870210262001,96.5,173,807,44.5,,20.0,20.5,3.5
110870210262002,95.3,171,807,40.4,,20.0,20.5,4.700000000000003
120130100260002,100.0,75,331,48.0,18.0,18.0,20.5,0.0
120130100261001,92.6,54,331,57.4,,18.0,20.5,7.400000000000006
120130100262001,96.5,202,331,68.3,,18.0,20.5,3.5
120130250260001,100.0,172,651,36.6,19.0,19.0,20.5,0.0
120130250262004,98.1,479,651,37.2,,19.0,20.5,1.9000000000000057
120130350260001,96.0,352,"1,373",50.0,19.1,19.1,20.5,4.0
120130350261001,94.6,297,"1,373",58.9,,19.1,20.5,5.400000000000006
120130350262001,95.1,123,"1,373",59.3,,19.1,20.5,4.900000000000006
120130350262002,94.9,256,"1,373",67.2,,19.1,20.5,5.099999999999994
120130350262005,94.6,167,"1,373",59.3,,19.1,20.5,5.400000000000006
120130350262006,96.6,178,"1,373",62.9,,19.1,20.5,3.4000000000000057
120170010260001,98.1,108,348,40.7,18.1,18.1,20.5,1.9000000000000057
120170010262002,96.3,240,348,57.5,,18.1,20.5,3.700000000000003
120170020260001,90.6,480,"1,626",47.3,20.3,20.3,20.5,9.400000000000006
120170020261005,89.9,338,"1,626",50.0,,20.3,20.5,10.099999999999994
120170020262004,92.5,372,"1,626",54.6,,20.3,20.5,7.5
120170020262007,93.1,436,"1,626",56.7,,20.3,20.5,6.900000000000006
120170030260001,99.1,116,351,30.2,19.6,19.6,20.5,0.9000000000000057
120170030262002,97.4,235,351,49.8,,19.6,20.5,2.5999999999999943
120170040260001,94.3,192,614,38.0,19.3,19.3,20.5,5.700000000000003
120170040262002,95.3,422,614,54.5,,19.3,20.5,4.700000000000003
120400010260001,98.0,450,"1,422",40.0,20.2,20.2,20.5,2.0
120400010261003,95.9,219,"1,422",50.7,,20.2,20.5,4.099999999999994
120400010262002,96.4,591,"1,422",49.9,,20.2,20.5,3.5999999999999943
120400010262011,94.4,162,"1,422",42.6,,20.2,20.5,5.599999999999994
120510100260001,96.5,426,"1,046",51.4,19.5,19.5,20.5,3.5
120510100262005,97.4,387,"1,046",62.8,,19.5,20.5,2.5999999999999943
120510100262008,95.7,233,"1,046",63.5,,19.5,20.5,4.299999999999997
120510200260008,94.8,343,"1,231",49.6,18.5,18.5,20.5,5.200000000000003
120510200261007,90.6,255,"1,231",61.6,,18.5,20.5,9.400000000000006
120510200262007,96.5,633,"1,231",55.6,,18.5,20.5,3.5
120800010260001,94.2,725,"2,450",45.7,19.3,19.3,20.5,5.799999999999997
120800010261002,92.3,568,"2,450",63.0,,19.3,20.5,7.700000000000003
120800010262008,91.1,"1,003","2,450",63.9,,19.3,20.5,8.900000000000006
120800010262009,96.1,154,"2,450",72.7,,19.3,20.5,3.9000000000000057
130140010260001,92.2,347,"1,181",38.9,18.8,18.8,20.5,7.799999999999997
130140010261001,92.3,390,"1,181",44.9,,18.8,20.5,7.700000000000003
130140010262002,92.1,444,"1,181",49.8,,18.8,20.5,7.900000000000006
130140030260006,90.2,410,"1,323",26.3,20.6,20.6,20.5,9.799999999999997
130140030262001,92.6,203,"1,323",38.9,,20.6,20.5,7.400000000000006
130140030262005,78.4,236,"1,323",62.3,,20.6,20.5,21.599999999999994
130140030262006,86.1,474,"1,323",38.2,,20.6,20.5,13.900000000000006
130140120042001,91.7,458,643,37.3,,,20.5,8.299999999999997
130140120042002,90.3,185,643,41.1,,,20.5,9.700000000000003
130140210022001,94.9,395,395,16.5,,,20.5,5.099999999999994
130140460022001,88.7,186,186,65.6,,,20.5,11.299999999999997
130140570022001,98.7,156,156,7.7,,,20.5,1.2999999999999972
130140600022001,96.5,260,260,16.9,,,20.5,3.5
130140620022001,79.1,110,110,34.5,,,20.5,20.900000000000006
130140630022001,89.5,191,191,23.0,,,20.5,10.5
130140710160001,95.3,554,554,23.3,20.7,20.7,20.5,4.700000000000003
130141415022001,96.6,149,149,19.5,,,20.5,3.4000000000000057
130141860022001,80.6,139,139,89.9,,,20.5,19.400000000000006
130410010260001,99.1,112,377,36.6,20.8,20.8,20.5,0.9000000000000057
130410010262002,97.4,265,377,38.9,,20.8,20.5,2.5999999999999943
130410020042001,94.0,351,351,43.9,,,20.5,6.0
130410030042001,96.8,315,315,41.6,,,20.5,3.200000000000003
130410040042001,93.8,356,356,47.2,,,20.5,6.200000000000003
130410050042002,93.7,191,191,70.7,,,20.5,6.299999999999997
130410060042001,90.1,81,81,98.8,,,20.5,9.900000000000006
130410070042001,95.5,134,134,45.5,,,20.5,4.5
130410080042001,92.5,107,107,63.6,,,20.5,7.5
130410120042001,100.0,60,60,55.0,,,20.5,0.0
130410790022001,94.0,265,265,50.6,,,20.5,6.0
130410800021001,61.7,418,"1,629",77.8,,,20.5,38.3
130410800022002,54.3,265,"1,629",84.2,,,20.5,45.7
130410800022008,55.6,684,"1,629",84.9,,,20.5,44.4
130410820022001,77.6,165,165,84.2,,,20.5,22.400000000000006
130410990042001,90.3,72,72,52.8,,,20.5,9.700000000000003
130411140042001,98.9,285,285,52.3,,,20.5,1.0999999999999943
130412010170001,73.8,"1,235","1,235",53.8,18.7,18.7,20.5,26.200000000000003
130412040170001,97.0,134,134,45.5,18.0,18.0,20.5,3.0
130412050160001,95.0,161,161,34.2,20.6,20.6,20.5,5.0
130580010032001,93.3,252,252,69.0,,,20.5,6.700000000000003
130580020032001,94.0,117,117,53.8,,,20.5,6.0
130580070042001,95.4,217,217,52.1,,,20.5,4.599999999999994
130580100042003,94.2,223,223,43.9,,,20.5,5.799999999999997
130581000260002,98.6,71,256,62.0,18.7,18.7,20.5,1.4000000000000057
130581000261001,100.0,33,256,57.6,,18.7,20.5,0.0
130581000262001,99.3,152,256,50.0,,18.7,20.5,0.7000000000000028
130581110022004,94.7,454,"1,052",64.1,,,20.5,5.299999999999997
130581110022005,93.3,598,"1,052",54.2,,,20.5,6.700000000000003
130581330022001,87.9,297,297,57.2,,,20.5,12.099999999999994
130581350021001,71.3,533,"1,350",99.4,,,20.5,28.700000000000003
130581350022003,65.9,173,"1,350",100.0,,,20.5,34.099999999999994
130581350022006,69.8,248,"1,350",99.6,,,20.5,30.200000000000003
130581350022007,76.5,149,"1,350",100.0,,,20.5,23.5
130581350022008,80.6,211,"1,350",100.0,,,20.5,19.400000000000006
130582000170001,78.2,935,935,66.1,18.6,18.6,20.5,21.799999999999997
130584010260001,98.5,200,681,58.0,19.3,19.3,20.5,1.5
130584010261001,97.6,206,681,68.4,,19.3,20.5,2.4000000000000057
130584010262002,97.8,275,681,65.5,,19.3,20.5,2.200000000000003
130585010260001,94.1,152,509,72.4,18.0,18.0,20.5,5.900000000000006
130585010261002,93.8,64,509,78.1,,18.0,20.5,6.200000000000003
130585010262002,93.5,293,509,82.9,,18.0,20.5,6.5
130586000160001,94.7,739,739,47.9,20.1,20.1,20.5,5.299999999999997
130587220260001,94.9,79,304,63.3,18.5,18.5,20.5,5.099999999999994
130587220262001,93.3,225,304,70.7,,18.5,20.5,6.700000000000003
130950010042001,95.9,74,74,41.9,,,20.5,4.099999999999994
130950100260001,95.0,242,560,30.2,20.6,20.6,20.5,5.0
130950100262003,95.9,318,560,34.3,,20.6,20.5,4.099999999999994
130950110042001,80.7,57,57,63.2,,,20.5,19.299999999999997
130950150042001,96.0,149,149,63.8,,,20.5,4.0
130950290032001,88.9,54,54,72.2,,,20.5,11.099999999999994
130950490042002,94.9,549,549,40.8,,,20.5,5.099999999999994
130950990160001,90.7,408,408,28.2,21.1,21.1,20.5,9.299999999999997
150162990250001,11.6,"1,157","397,833",92.8,17.0,18.2,20.5,88.4
150162990250003,2.5,"1,081","397,833",92.4,15.7,18.2,20.5,97.5
150162990250006,0.4,502,"397,833",95.4,17.7,18.2,20.5,99.6
150162990250008,0.0,95,"397,833",93.7,14.6,18.2,20.5,100.0
150162990250011,0.5,"1,119","397,833",98.8,15.9,18.2,20.5,99.5
150162990250012,0.0,498,"397,833",97.0,14.4,18.2,20.5,100.0
150162990250013,4.8,"1,381","397,833",96.2,16.1,18.2,20.5,95.2
150162990250014,2.0,549,"397,833",98.7,,18.2,20.5,98.0
150162990250015,0.8,659,"397,833",97.9,15.3,18.2,20.5,99.2
150162990250016,0.0,924,"397,833",93.9,15.7,18.2,20.5,100.0
150162990250017,0.2,502,"397,833",98.0,14.3,18.2,20.5,99.8
150162990250019,0.8,387,"397,833",96.4,14.4,18.2,20.5,99.2
150162990250020,3.2,"1,807","397,833",97.6,17.7,18.2,20.5,96.8
150162990250021,0.0,"1,084","397,833",97.0,15.4,18.2,20.5,100.0
150162990250022,2.0,"2,300","397,833",96.9,16.8,18.2,20.5,98.0
150162990250023,2.0,959,"397,833",95.7,15.9,18.2,20.5,98.0
150162990250024,26.0,"1,599","397,833",85.4,18.7,18.2,20.5,74.0
150162990250025,2.4,"1,792","397,833",73.8,19.5,18.2,20.5,97.6
150162990250026,11.7,"1,349","397,833",88.7,18.5,18.2,20.5,88.3
150162990250027,33.4,"3,995","397,833",59.4,24.4,18.2,20.5,66.6
150162990250029,0.0,736,"397,833",91.3,14.7,18.2,20.5,100.0
150162990250030,20.9,"1,716","397,833",90.2,17.0,18.2,20.5,79.1
150162990250031,3.4,"1,519","397,833",85.2,17.9,18.2,20.5,96.6
150162990250034,0.3,785,"397,833",95.4,15.0,18.2,20.5,99.7
150162990250035,5.5,"1,445","397,833",96.5,15.7,18.2,20.5,94.5
150162990250036,6.0,"2,510","397,833",93.5,16.4,18.2,20.5,94.0
150162990250037,10.7,"1,403","397,833",88.6,18.5,18.2,20.5,89.3
150162990250039,0.3,697,"397,833",80.6,20.6,18.2,20.5,99.7
15016299025003C,0.6,"2,007","397,833",94.7,17.2,18.2,20.5,99.4
150162990250041,10.2,"1,865","397,833",93.0,16.8,18.2,20.5,89.8
150162990250042,4.7,659,"397,833",94.8,15.8,18.2,20.5,95.3
150162990250043,49.0,"3,342","397,833",62.5,19.2,18.2,20.5,51.0
150162990250044,11.4,429,"397,833",96.7,14.6,18.2,20.5,88.6
150162990250046,18.1,"1,664","397,833",79.3,19.7,18.2,20.5,81.9
150162990250047,28.0,"2,292","397,833",59.9,22.4,18.2,20.5,72.0
150162990250048,5.9,"1,494","397,833",92.8,16.9,18.2,20.5,94.1
150162990250049,2.9,617,"397,833",94.8,15.7,18.2,20.5,97.1
15016299025004C,1.5,"3,906","397,833",97.1,14.7,18.2,20.5,98.5
150162990250052,0.6,330,"397,833",89.4,,18.2,20.5,99.4
150162990250053,22.7,490,"397,833",66.3,,18.2,20.5,77.3
15016299025005C,0.1,820,"397,833",96.5,16.0,18.2,20.5,99.9
15016299025006C,1.1,10195,"397,833",91.6,20.0,18.2,20.5,98.9
15016299025007C,1.5,327,"397,833",91.4,16.8,18.2,20.5,98.5
15016299025008C,1.7,"1,165","397,833",97.9,15.6,18.2,20.5,98.3
15016299025009C,2.5,443,"397,833",97.7,15.4,18.2,20.5,97.5
15016299025010C,0.0,472,"397,833",82.4,16.6,18.2,20.5,100.0
15016299025011C,0.0,95,"397,833",98.9,16.9,18.2,20.5,100.0
15016299025012C,0.8,769,"397,833",97.5,17.4,18.2,20.5,99.2
15016299025013C,0.0,470,"397,833",85.1,17.4,18.2,20.5,100.0
15016299025015C,0.2,422,"397,833",96.2,16.6,18.2,20.5,99.8
15016299025016C,0.0,412,"397,833",90.3,16.9,18.2,20.5,100.0
15016299025017C,0.0,240,"397,833",97.1,14.1,18.2,20.5,100.0
15016299025019C,0.4,249,"397,833",97.2,,18.2,20.5,99.6
15016299025020C,3.5,229,"397,833",96.5,,18.2,20.5,96.5
15016299025022C,7.8,448,"397,833",84.8,,18.2,20.5,92.2
150162990250526,0.1,"1,005","397,833",96.8,14.8,18.2,20.5,99.9
150162990250531,0.2,987,"397,833",99.1,14.9,18.2,20.5,99.8
150162990250533,35.8,"1,381","397,833",44.9,27.1,18.2,20.5,64.2
150162990250534,3.7,"1,451","397,833",95.2,18.7,18.2,20.5,96.3
150162990250536,1.2,432,"397,833",98.6,14.8,18.2,20.5,98.8
150162990250537,0.1,"1,369","397,833",93.1,17.1,18.2,20.5,99.9
150162990250543,0.2,535,"397,833",94.6,14.8,18.2,20.5,99.8
150162990250545,2.7,825,"397,833",96.0,15.0,18.2,20.5,97.3
150162990250616,0.0,616,"397,833",93.0,14.5,18.2,20.5,100.0
150162990250617,2.5,"3,128","397,833",94.9,17.8,18.2,20.5,97.5
150162990250763,0.0,892,"397,833",95.3,15.2,18.2,20.5,100.0
150162990250764,29.9,"2,110","397,833",41.1,27.5,18.2,20.5,70.1
150162990250766,0.0,569,"397,833",97.9,14.2,18.2,20.5,100.0
150162990250767,0.9,"1,701","397,833",96.6,16.6,18.2,20.5,99.1
150162990250772,34.7,617,"397,833",51.7,20.4,18.2,20.5,65.3
150162990250779,2.0,947,"397,833",96.7,17.4,18.2,20.5,98.0
150162990250788,0.5,757,"397,833",76.1,23.2,18.2,20.5,99.5
150162990250794,37.8,"1,028","397,833",41.7,29.6,18.2,20.5,62.2
150162990250795,1.5,395,"397,833",94.9,17.9,18.2,20.5,98.5
150162990250796,43.2,874,"397,833",33.6,29.4,18.2,20.5,56.8
150162990250798,0.0,35,"397,833",94.3,13.9,18.2,20.5,100.0
150162990250799,0.3,339,"397,833",98.2,14.9,18.2,20.5,99.7
150162990250803,0.8,501,"397,833",95.2,19.2,18.2,20.5,99.2
150162990250818,0.0,179,"397,833",98.3,17.0,18.2,20.5,100.0
150162990250820,22.8,527,"397,833",85.6,17.8,18.2,20.5,77.2
150162990250824,0.4,534,"397,833",96.3,15.2,18.2,20.5,99.6
150162990250825,0.6,924,"397,833",97.8,16.6,18.2,20.5,99.4
150162990250826,0.0,451,"397,833",98.9,14.9,18.2,20.5,100.0
150162990250827,0.0,492,"397,833",98.4,16.6,18.2,20.5,100.0
150162990250828,9.2,552,"397,833",86.8,19.0,18.2,20.5,90.8
150162990250829,1.0,293,"397,833",95.6,16.9,18.2,20.5,99.0
150162990250830,0.6,343,"397,833",99.7,16.8,18.2,20.5,99.4
150162990250831,0.0,428,"397,833",95.8,14.7,18.2,20.5,100.0
150162990250832,7.1,196,"397,833",77.0,21.1,18.2,20.5,92.9
150162990250833,1.8,"1,129","397,833",67.2,22.9,18.2,20.5,98.2
150162990250834,0.0,474,"397,833",95.6,16.5,18.2,20.5,100.0
150162990250835,0.3,326,"397,833",97.5,16.6,18.2,20.5,99.7
150162990250836,0.8,266,"397,833",98.1,15.3,18.2,20.5,99.2
150162990250837,0.6,505,"397,833",96.6,18.1,18.2,20.5,99.4
150162990250839,0.0,149,"397,833",98.7,14.6,18.2,20.5,100.0
150162990250840,0.0,158,"397,833",98.1,14.0,18.2,20.5,100.0
150162990250841,0.0,409,"397,833",98.5,14.4,18.2,20.5,100.0
150162990250843,0.0,360,"397,833",95.8,15.0,18.2,20.5,100.0
150162990250844,0.0,251,"397,833",98.4,15.4,18.2,20.5,100.0
150162990250846,0.0,125,"397,833",80.0,13.7,18.2,20.5,100.0
150162990250847,0.5,763,"397,833",95.8,14.8,18.2,20.5,99.5
150162990250848,10.8,370,"397,833",88.1,18.5,18.2,20.5,89.2
150162990250849,9.8,264,"397,833",81.8,18.0,18.2,20.5,90.2
150162990250850,2.7,376,"397,833",93.6,16.2,18.2,20.5,97.3
150162990250851,15.5,576,"397,833",56.8,20.5,18.2,20.5,84.5
150162990250855,28.0,737,"397,833",51.0,18.5,18.2,20.5,72.0
150162990250856,0.3,290,"397,833",95.9,17.7,18.2,20.5,99.7
150162990250857,2.5,"1,078","397,833",84.0,20.9,18.2,20.5,97.5
150162990250859,1.3,"1,112","397,833",97.1,17.0,18.2,20.5,98.7
150162990250860,0.1,687,"397,833",88.8,16.2,18.2,20.5,99.9
150162990250861,0.8,643,"397,833",88.0,,18.2,20.5,99.2
150162990250862,0.8,370,"397,833",94.6,13.9,18.2,20.5,99.2
15016299025201C,3.8,"8,347","397,833",89.1,17.7,18.2,20.5,96.2
15016299025203C,0.0,706,"397,833",96.9,15.0,18.2,20.5,100.0
150162990252046,0.0,340,"397,833",99.1,,18.2,20.5,100.0
150162990252048,0.0,320,"397,833",95.9,,18.2,20.5,100.0
15016299025204C,0.7,"1,913","397,833",84.2,17.8,18.2,20.5,99.3
150162990252051,2.3,878,"397,833",90.8,,18.2,20.5,97.7
150162990252052,34.7,478,"397,833",49.4,,18.2,20.5,65.3
150162990252053,64.0,566,"397,833",17.8,,18.2,20.5,36.0
150162990252054,0.0,213,"397,833",96.2,,18.2,20.5,100.0
150162990252058,9.1,307,"397,833",96.1,,18.2,20.5,90.9
150162990252059,8.0,"1,467","397,833",93.3,,18.2,20.5,92.0
15016299025205C,0.8,"7,923","397,833",97.1,17.5,18.2,20.5,99.2
150162990252061,0.0,133,"397,833",99.2,,18.2,20.5,100.0
150162990252062,61.3,579,"397,833",26.6,,18.2,20.5,38.7
150162990252063,0.3,344,"397,833",94.8,,18.2,20.5,99.7
150162990252066,0.3,303,"397,833",83.8,,18.2,20.5,99.7
150162990252067,1.4,842,"397,833",97.4,,18.2,20.5,98.6
150162990252068,0.4,523,"397,833",92.7,,18.2,20.5,99.6
150162990252069,0.0,521,"397,833",98.7,,18.2,20.5,100.0
15016299025206C,0.0,579,"397,833",94.6,,18.2,20.5,100.0
150162990252070,8.9,"1,013","397,833",90.9,,18.2,20.5,91.1
150162990252072,0.0,560,"397,833",98.8,,18.2,20.5,100.0
150162990252078,40.5,"1,129","397,833",56.1,,18.2,20.5,59.5
150162990252079,0.5,378,"397,833",97.6,,18.2,20.5,99.5
150162990252080,0.2,500,"397,833",94.6,,18.2,20.5,99.8
150162990252081,38.1,628,"397,833",73.2,,18.2,20.5,61.9
150162990252082,64.9,989,"397,833",17.3,,18.2,20.5,35.099999999999994
150162990252083,0.3,382,"397,833",97.1,,18.2,20.5,99.7
150162990252086,0.0,467,"397,833",88.2,,18.2,20.5,100.0
150162990252087,58.2,895,"397,833",22.0,,18.2,20.5,41.8
150162990252088,0.3,335,"397,833",99.4,,18.2,20.5,99.7
150162990252089,22.7,825,"397,833",93.6,,18.2,20.5,77.3
15016299025208C,0.1,"3,031","397,833",95.7,,18.2,20.5,99.9
150162990252090,0.4,740,"397,833",99.2,,18.2,20.5,99.6
150162990252092,0.3,602,"397,833",98.3,,18.2,20.5,99.7
150162990252093,1.9,475,"397,833",95.8,,18.2,20.5,98.1
150162990252094,6.1,423,"397,833",89.8,,18.2,20.5,93.9
150162990252095,46.8,"1,070","397,833",78.8,,18.2,20.5,53.2
150162990252096,1.1,281,"397,833",98.9,,18.2,20.5,98.9
150162990252097,0.9,222,"397,833",98.6,,18.2,20.5,99.1
